"","F-Value","FDR (BH)","LPS-Control","diff LPS-Control"
"Rplp2",0.000425479717848133,0.995699764956928,0.984211926120501,0.0178747200000018
"Prdx5",0.0023850583927512,0.989572428847272,0.962634241089056,0.0768392100000028
"G6pdx",0.386829460777636,0.989572428847272,0.556850193797239,0.534565927500005
"Itga4",0.626606403017798,0.989572428847272,0.45874426385197,-1.0319654925
"Vcp",1.53586987939935,0.989572428847272,0.261509073179621,1.40949535
"Atp5a1",3.41361627448406e-07,0.99955276789915,0.99955276789915,-0.00106573000000054
"Rac2",0.343091374453731,0.989572428847272,0.57939973953178,0.734963417500005
"Fabp5",0.000650885941101464,0.995699764956928,0.980473557263177,0.0380101249999996
"Soat1",1.48883204066186,0.989572428847272,0.268175102052364,1.6704793
"Lgals3bp",3.72675992135162,0.989572428847272,0.101776198070318,2.8039875025
"Cd36",0.214681367568322,0.989572428847272,0.659453397841473,0.384911539999999
"Ehd4",0.638988256544267,0.989572428847272,0.454550071653288,-0.783079624999999
"Ddx39a;Ddx39",0.119728665123748,0.989572428847272,0.741139246028742,-0.442460535000002
"Gpnmb",0.0292252474958965,0.989572428847272,0.86987942774177,0.225874422500006
"Hk3",0.283777822678808,0.989572428847272,0.613378009265059,0.719890360000001
"Clcf1",0.431567713578172,0.989572428847272,0.5355909112531,-1.1525542725
"Arpc1b",0.000173343613450837,0.995699764956928,0.989922218646355,-0.0121126149999995
"Prep",0.0375023602582106,0.989572428847272,0.852835481459863,-0.125035044999997
"Dars",2.54261936790737,0.989572428847272,0.161921047747061,-1.384549615
"Farsb",0.31579611213694,0.989572428847272,0.594499269433176,-0.718998669999998
"Atp6v1c1",0.0349236521999439,0.989572428847272,0.857914616945951,0.252152445
"Actr3",0.0752182922064732,0.989572428847272,0.793083131571292,0.288331510000006
"Eif3g",0.00951030413379079,0.989572428847272,0.925488944457611,-0.107319829999994
"Gmps",0.338613010487344,0.989572428847272,0.581819362715135,-0.698338747500003
"Stip1",0.37848814543924,0.989572428847272,0.561006971037331,0.888754842500006
"Vps35",0.844603475974502,0.989572428847272,0.393529380275467,-0.737908365000003
"Sh3gl1;Sh3gl2",0.519575815953649,0.989572428847272,0.498132892464487,-0.564228054999994
"Ptges3",0.0730924163941914,0.989572428847272,0.795945350519394,-0.200194359999998
"Gnai3",2.17740424421233,0.989572428847272,0.190502959070407,2.2315311425
"Pdia6",0.365665418371439,0.989572428847272,0.567525165409605,1.150939225
"Ahsa1",0.088141711985555,0.989572428847272,0.776562551441639,0.274575472500004
"Nampt",0.235461446883879,0.989572428847272,0.644711772464658,0.521318675000003
"Psma7",2.71521868299379,0.989572428847272,0.150492688814832,1.5511627225
"Psma5",0.417551506699539,0.989572428847272,0.54207210687033,0.740967750000003
"Ehd1",7.27074815890743,0.989572428847272,0.0357452772174304,1.2648673075
"Asns",0.028367106657762,0.989572428847272,0.871782789779647,-0.127823594999997
"Hnrnpu",0.301775832441547,0.989572428847272,0.602601011791496,-0.792376990000001
"Snd1",0.104297649090278,0.989572428847272,0.757690158587071,-0.351116659999995
"Uap1l1",0.616621661358812,0.989572428847272,0.462176946227957,-0.682347057499996
"Atp1a1",0.00281102650119266,0.989572428847272,0.959437863544819,-0.0527257899999967
"Hspa4",0.0411347223153429,0.989572428847272,0.845980958644074,0.158473012500004
"Snx2",0.00776016861703148,0.989572428847272,0.93267031873087,-0.107050655000002
"Lcp1",0.881217689706419,0.989572428847272,0.384102683439824,1.68494916
"Ddx17",1.06442148715984,0.989572428847272,0.341990508578171,1.0732622175
"Rpl15",0.0184349884144897,0.989572428847272,0.896439538959751,-0.102717640000002
"Atp6v1g1",0.115593889820652,0.989572428847272,0.745449765014698,-0.276400564999996
"Psmd12",0.376836054974419,0.989572428847272,0.561837954211867,-0.451669932499996
"Eif3f",0.114140897592348,0.989572428847272,0.746985222024313,-0.255258559999994
"Psmc3",0.194731562215362,0.989572428847272,0.674464942649464,0.198914764999998
"Rpn1",1.02403574418323,0.989572428847272,0.350617949164242,1.6206169125
"Lman1",0.0146720947927479,0.989572428847272,0.907544015996779,0.212821722499999
"Sh3bgrl",2.54188224691406,0.989572428847272,0.16197243453842,1.9525082125
"Ppa1",0.41616261511025,0.989572428847272,0.542722943107846,-0.901551482499997
"Pgd",1.37316127817451,0.989572428847272,0.285689777703883,1.1223106375
"Capza1",0.315608849433514,0.989572428847272,0.594605870488527,0.341815472500002
"Actb",0.0754968889002431,0.989572428847272,0.792711308595636,0.150324822499996
"Gdi2",1.26790257323582,0.989572428847272,0.303173229686836,1.8477492375
"Aars",0.717381616812252,0.989572428847272,0.429487100696716,0.757885460000004
"Xpnpep1",0.794070692700811,0.989572428847272,0.407183560540654,-0.989614965000001
"Slc1a5",0.682092248592623,0.989572428847272,0.440463468404083,-1.308624505
"Ewsr1",1.11414741420509,0.989572428847272,0.331818857627061,-1.42943263
"Eif2s3x;Eif2s3y",0.560682519373759,0.989572428847272,0.482296475106935,0.595075370000004
"Capg",0.719096658659157,0.989572428847272,0.42896570043496,1.2052106875
"Rbbp7",0.800178638624712,0.989572428847272,0.40549148313503,-0.676890849999999
"Akr1a1",0.830175266947398,0.989572428847272,0.397349396769178,0.977952960000003
"Rnh1",0.0489988562314866,0.989572428847272,0.832155705628142,0.2645359025
"Krt76",3.76987292815352,0.989572428847272,0.100217104619885,-3.9066827275
"Anp32b",0.446999330025391,0.989572428847272,0.52863175969702,0.732745882499998
"Rpl24",2.5271257135504,0.989572428847272,0.163006006772925,0.971883537500005
"Scamp3;Tu52",0.592150543035804,0.989572428847272,0.470787749876011,-0.430731297499996
"Rpl17",0.451056717282767,0.989572428847272,0.526831619117704,0.305696015000002
"Rab14",0.545194092350246,0.989572428847272,0.488152247129898,-0.623636959999999
"Plp2",1.97885095074696,0.989572428847272,0.209137708593959,1.9316709025
"Rpl36",2.19245672385046,0.989572428847272,0.189188448171942,1.0489223
"Vat1",1.26128464223035,0.989572428847272,0.304326505136148,1.093021155
"Npm1",0.365151278847243,0.989572428847272,0.567789847696944,-0.495172502499997
"Rab1",0.574979048435987,0.989572428847272,0.477004926919386,0.790004252500005
"Cltc;mKIAA0034",21.0889125943405,0.816451117534264,0.00372215394531676,-1.76266097999999
"Myl6",1.37337883638022,0.989572428847272,0.285655238523442,-0.650086879999996
"Pvr",0.502453675307021,0.989572428847272,0.505019713310771,-0.438631774999998
"Cdc37",3.90414069156015,0.989572428847272,0.0955668143021229,2.46208048
"Mapre1",2.44092842073251,0.989572428847272,0.169233330281652,2.08160067
"Prdx2",0.670601729391318,0.989572428847272,0.444143066308608,1.10579085
"Arg1",0.351392488482583,0.989572428847272,0.574971736933335,0.822312832500003
"Emr1;Adgre1",0.151471425227099,0.989572428847272,0.710570873949798,0.338069915000005
"Arhgdib",0.498635916434404,0.989572428847272,0.506579944930639,1.1160101875
"Hsph1",0.00922519025618907,0.989572428847272,0.926610285536042,0.0963161000000028
"Phgdh",0.388916282077649,0.989572428847272,0.555820236556934,-0.179810047499998
"Lasp1",2.06353184716536,0.989572428847272,0.200883902075018,1.88099432250001
"Mrc1",7.46552521836133,0.989572428847272,0.0340813653840817,-2.4717841175
"Q61927",4.93673839444213,0.989572428847272,0.0680219584391605,-1.56757164
"Pcbp2",1.0516588785155,0.989572428847272,0.344680328735909,-1.1941854925
"Srsf2",0.00239374387468896,0.989572428847272,0.962566330106665,0.0367743950000019
"Trim28",0.332761933637597,0.989572428847272,0.585013992507274,0.819273235000004
"Tfrc",8.28553968592284,0.989572428847272,0.0281142297964279,-1.52347803249999
"Dbnl",4.10344650731891,0.989572428847272,0.0891938391858004,1.4054434275
"Cstb",0.787720593206067,0.989572428847272,0.408955312278539,1.58724546250001
"Btf3",0.820228584645399,0.989572428847272,0.400018851628932,1.9627451925
"Stxbp2",4.76650672929351,0.989572428847272,0.0717408387852555,1.96927786
"Sqstm1",2.44683157570108,0.989572428847272,0.168796238727543,2.103646755
"Hspe1;Cpn10-rs1",0.545441013057332,0.989572428847272,0.488057862716818,0.974822525
"Hist2h2aa1;Hist2h2ac",9.20769076722962,0.989572428847272,0.022967068466018,-2.69611883499999
"Srm",1.81079135203838,0.989572428847272,0.227033950736451,-1.092914345
"Mela;gag",0.413959439434269,0.989572428847272,0.543758600086715,-0.707257269999999
"Lars",0.00895648891832004,0.989572428847272,0.92768322225554,0.079096317500003
"Rps9",8.37481270620506,0.989572428847272,0.0275519471839143,-1.4536738425
"Eif2s1",0.00404340060769796,0.989572428847272,0.951364010101704,0.0740840449999993
"Btf3l4",0.50361455593494,0.989572428847272,0.504547097914059,1.046156645
"Tubb2a",2.48350587788855,0.989572428847272,0.166116136675012,-0.883954047499998
"Vars",0.581794547088707,0.989572428847272,0.474519514168485,-0.830209969999999
"Mybbp1a",1.87508740268176,0.989572428847272,0.219934388221404,-1.116792445
"Otub1",2.7626677494024,0.989572428847272,0.147549803030817,-1.8354876025
"Eef1d",4.78679660066192,0.989572428847272,0.0712832758487993,-2.50756359
"Iqgap1",1.15076146426806,0.989572428847272,0.324628373710525,0.931556700000002
"Mtdh",1.18330687733268,0.989572428847272,0.318438107589764,1.35092044
"Pdcd6ip",0.207855999696494,0.989572428847272,0.66448862630836,-0.506170275000002
"Tnpo1",1.05670750847376,0.989572428847272,0.343612313054702,-0.661026717499993
"Trim23",1.0857129343654,0.989572428847272,0.33757615530365,-0.792730095
"Ganab",0.00817989427818049,0.989572428847272,0.930879089103777,-0.142224312499998
"Rcc2",2.68814437401012,0.989572428847272,0.152208858722737,-0.8873276725
"Ipo5",2.4646373117024,0.989572428847272,0.167487456082417,2.47479391
"Tollip",0.153442897097987,0.989572428847272,0.708800870288394,0.585639002500001
"Psat1",7.47922501719933,0.989572428847272,0.033968293205395,-1.7977848075
"Iars",0.703438945730406,0.989572428847272,0.433766705556902,-0.606609822499998
"Rps21;mCG_6739",0.46655429024407,0.989572428847272,0.520065121313895,0.985732077500003
"Kars",7.09204486677032,0.989572428847272,0.037369592383185,-1.3222677675
"Usp44",0.183943611233471,0.989572428847272,0.682977150192669,-0.692159892499996
"Plek",0.708077216167997,0.989572428847272,0.432334891606816,0.7136278125
"Slc38a2",0.238758929659532,0.989572428847272,0.642448724975073,0.53554201
"Eprs",1.51107310821056,0.989572428847272,0.264992038145523,-0.883629794999997
"Plcg2",0.0143825194568381,0.989572428847272,0.908455804764545,0.157245155000005
"Eif3b",0.748401002369325,0.989572428847272,0.420221458256152,-0.902114387499999
"Fermt3",0.85273816192148,0.989572428847272,0.391402335997494,0.552414420000005
"Ephx1",1.17537350046899,0.989572428847272,0.319930108652425,1.1570827975
"Rtn4",4.44073464418724e-06,0.99955276789915,0.998386931972276,0.00163793749999996
"Eif3l",0.0813655084235938,0.989572428847272,0.785046043932333,-0.315609214999995
"C1qbp",0.151592850084572,0.989572428847272,0.710461468558324,0.603399517500002
"Rpl11",0.382768671397042,0.989572428847272,0.558865797833831,-0.524046422499996
"Myh9",0.538306803829497,0.989572428847272,0.490798602214975,-0.532907487499998
"Sfpq",0.712240603372493,0.989572428847272,0.431056599671908,-1.0602898625
"Sh3bgrl3",0.751670431680396,0.989572428847272,0.419264737453423,0.919515132500003
"Tcirg1",0.135142439627555,0.989572428847272,0.725777767835096,0.477804665000029
"Basp1",1.76635214539857,0.989572428847272,0.232137383411545,1.4398188625
"Ptgr1",4.58976898414457,0.989572428847272,0.0759010995955544,2.8576087925
"Rap1b",0.127261227828219,0.989572428847272,0.733499109653163,0.185236932499997
"Vwa5a",0.330293148077293,0.989572428847272,0.586373463103627,-0.594647407499998
"Aco2",0.172399315049398,0.989572428847272,0.692427094056482,0.748864415
"Arrdc1",0.305270113216132,0.989572428847272,0.600558579616365,1.0893614275
"Prpf19",0.320724409149897,0.989572428847272,0.591709016346712,-0.42649149999999
"Eif2s2",0.581284280267015,0.989572428847272,0.474704776273859,-0.866568805
"Park7",0.182266814758497,0.989572428847272,0.684327148157325,0.774965762500003
"Arhgdia",0.0427989749369766,0.989572428847272,0.842946445836205,0.361287355000002
"Cotl1",0.0750269440074795,0.989572428847272,0.793338943901827,-0.516735557499999
"Glrx3",2.49485643189615,0.989572428847272,0.165298830635596,1.49837589
"Ywhab",0.947274796745323,0.989572428847272,0.368001912507834,-1.28049016
"Rpl14",2.01398101594064,0.989572428847272,0.205655464273947,-0.670848369999995
"Arpc2",0.920994678751849,0.989572428847272,0.37427377026017,1.2821524125
"Atic",0.0270841251105147,0.989572428847272,0.87468478958074,0.154825690000003
"Napa",0.0532064211359265,0.989572428847272,0.825238842227906,-0.109651329999998
"Serbp1",0.0578520218284001,0.989572428847272,0.817931271382546,-0.581310989999999
"Blvra",0.0285843915361481,0.989572428847272,0.871298069213976,-0.241305830000002
"Gars",0.0595916399147768,0.989572428847272,0.815275699421051,0.2175169
"Cs",0.0117987434856081,0.989572428847272,0.917043834814456,0.173820020000001
"Rars",0.10853693138911,0.989572428847272,0.753013000812043,-0.168489934999997
"Oxct1",0.0650993493460026,0.989572428847272,0.807131236799233,0.419120307500002
"Tars",0.951163583606406,0.989572428847272,0.36708826149563,1.0016007425
"Cndp2",0.56047018884016,0.989572428847272,0.482375875584452,1.0988943575
"Rab1b",0.0808370736989272,0.989572428847272,0.785723631260295,0.159599304999979
"Dlst",2.70088783237698,0.989572428847272,0.151397684131679,-1.4106764775
"Chmp4b",0.595832460508965,0.989572428847272,0.469473764746147,-1.271419765
"Rpl4",0.270869061972157,0.989572428847272,0.621388187765673,-0.466984507499994
"Eef1g",0.349082926726816,0.989572428847272,0.576196378502993,-0.430387495000005
"Atp5o",0.0757081892509633,0.989572428847272,0.79242979820784,0.468248367500003
"Plin3",0.0125134145571454,0.989572428847272,0.91458020199131,0.185438157500002
"Pgam1",0.735037847352296,0.989572428847272,0.424170799264544,0.802771567500002
"Cyb5r3",0.0258840500111394,0.989572428847272,0.877464153079231,0.277823447500005
"Atp5h",0.0783023763254334,0.989572428847272,0.789007886677275,0.418937444999997
"Mvp",0.364354136355345,0.989572428847272,0.568200738519494,-0.358783239999994
"Rtn3",0.029404767886477,0.989572428847272,0.869484919195872,0.0908398649999995
"Dync1h1",0.28166712620023,0.989572428847272,0.614671174520444,-0.665738107499969
"Rpl38",0.670767053308088,0.989572428847272,0.444089744455024,0.962470054999997
"Rhoa",1.09344293542087,0.989572428847272,0.335995614874934,0.936047555000002
"Clic4",0.262214575144593,0.989572428847272,0.62689884713007,0.425828457500003
"Dnaja2",0.187988568576626,0.989572428847272,0.679750861952183,-0.618778232499999
"Actg1",0.00225367267461151,0.989572428847272,0.963677075569026,0.0391659700000062
"H2afy",5.7290860922769,0.989572428847272,0.0537653430908228,-1.40668439749999
"Psma4",0.728754031256464,0.989572428847272,0.426049876806719,1.182485105
"Psmb3",7.75813242267647,0.989572428847272,0.0317721631517114,4.204135895
"Skp1;Skp1a",0.137248673004715,0.989572428847272,0.723758441572883,0.400678630000002
"Ctsz",0.0318962895471675,0.989572428847272,0.864133264886627,-0.218168737499994
"Tagln2",0.163132481028051,0.989572428847272,0.700290384277947,-0.4961676625
"Clic1",0.357506361794487,0.989572428847272,0.571756618825915,0.466364387500001
"Hnrnpf",0.130587876638642,0.989572428847272,0.730207341709362,-0.641147377499998
