"","F-Value","Pr(>F)","IL10-Control","LPS-Control","TGFB-Control","LPS-IL10","TGFB-IL10","TGFB-LPS","diff IL10-Control","diff LPS-Control","diff TGFB-Control","diff LPS-IL10","diff TGFB-IL10","diff TGFB-LPS"
"Nop2",0.812633344301589,0.511109458664477,0.54251719844138,0.903834474365966,0.580328801036028,0.899656320853273,0.999892869375737,0.922857157480626,0.927243947499999,0.4598257525,0.882716655000001,-0.467418194999999,-0.044527292499998,0.422890902500001
"Dhx9",3.43265382165118,0.0521978289373086,0.18721179241745,0.717363696790494,0.0467061793429316,0.692858854769935,0.834763562973746,0.26098036509557,-2.5554542525,-1.25236368,-3.5447506875,1.3030905725,-0.989296435,-2.2923870075
"Spock2",0.343850050149771,0.794192265032016,0.932602323471683,0.897119154822542,0.758786517679696,0.999587228366261,0.977958654046357,0.990759289666108,1.1841120725,1.3898911475,1.9766733675,0.205779074999999,0.792561294999999,0.58678222
"Rps12",3.20755456005921,0.0619168841200784,0.425675486080435,0.307946161356389,0.847237315530583,0.99425213947763,0.131856187055295,0.0874581049563483,1.57366466499999,1.82241153249999,-0.810535432500011,0.2487468675,-2.3842000975,-2.632946965
"Ahnak2",0.939106712800946,0.452120949359586,0.849491944808367,0.831834154613699,0.937533392873562,0.999979520193344,0.532006143245795,0.510661856136154,0.968981507499972,1.0142476575,-0.690167667500006,0.0452661500000247,-1.65914917499998,-1.704415325
"Copa",2.39106447148456,0.119623593789733,0.347744562060727,0.293227229951922,0.0975482362974514,0.999250322778396,0.835681618690016,0.890415570331759,-0.924706220000001,-0.991554022500001,-1.3704998475,-0.0668478024999999,-0.445793627500002,-0.378945825000002
"Atp5j2",1.00496307949035,0.424178864780562,0.348524719418028,0.825028843292474,0.805827315775716,0.817106558596931,0.835854084885912,0.999977911718323,2.1707413225,1.07526827,1.1236755875,-1.0954730525,-1.047065735,0.0484073175000006
"Spp1",4.49652189940444,0.0246304500864845,0.909894915609962,0.563951187484983,0.157610524240882,0.245384368032084,0.404854816567783,0.0164062196075232,0.6425330625,-1.2920994775,2.21803546,-1.93463254,1.5755023975,3.5101349375
"Serpinb6;Serpinb6a",0.949538914680221,0.447572083998265,0.870960243724853,0.933906310013228,0.81334294743791,0.552849665342648,0.999275607056366,0.482870934682074,-0.8752012275,0.677254439999999,-1.018307925,1.5524556675,-0.143106697500002,-1.695562365
"Dnm2",7.63711535690486,0.00406034591454941,0.0530126782799569,0.0557179370030305,0.00241471696525675,0.999990781447953,0.326183853119235,0.313622891612482,-1.7049975375,-1.6881945125,-2.7422270775,0.016803024999998,-1.03722954,-1.054032565
"St13",3.64111351603079,0.0447366757593003,0.138849006028946,0.993742935458565,0.10173387950036,0.207155385024604,0.997396761185414,0.154223536520128,-2.255660055,-0.245528937499998,-2.438118935,2.0101311175,-0.182458879999999,-2.1925899975
"Vdac2",1.15373299575898,0.367469109041211,0.313476349981199,0.622305716567965,0.820216642276196,0.934020690539297,0.781816241590229,0.983551120078151,2.42271327750001,1.63869714500001,1.16104578500001,-0.7840161325,-1.2616674925,-0.477651359999999
"Olfr112;Olfr113",1.23764003295553,0.33907839559425,0.668177868014975,0.929781938093463,0.300221845013754,0.945412379277513,0.896094178783486,0.6119972557526,-2.3377738025,-1.22318721,-3.75722647,1.1145865925,-1.4194526675,-2.53403926
"Prps1;Prps2;Prps1l3;Prps1l1",2.53927673088361,0.105639733387812,0.991672434111661,0.514085473494007,0.216848904778893,0.366106283574965,0.139776261846251,0.911185055543013,0.188898562499997,-0.944349047500001,-1.3825521475,-1.13324761,-1.57145071,-0.438203099999999
"Pabpn1",0.97442444130545,0.436908786708278,0.950706513590907,0.98311082379592,0.611768925379712,0.810759001699373,0.888109346087925,0.411136488229853,-1.0239815675,0.700708152499999,-2.4170413,1.72468972,-1.3930597325,-3.1177494525
"Rps28",1.9120458185435,0.181499073546554,0.999998909454673,0.983882168747989,0.227660172432236,0.981956826232916,0.222913370992408,0.372966579835531,0.0156912824999971,-0.392647737500003,-2.253620385,-0.40833902,-2.2693116675,-1.8609726475
"Bicc1",0.973955920104131,0.437107121911334,0.97758648195231,0.992243103916817,0.567436134442051,0.904620516208982,0.793201146491361,0.415496706485293,-0.531636472500001,0.368573669999996,-1.7632477225,0.900210142499997,-1.23161125,-2.1318213925
"Ctsa",0.568160013174122,0.646477921242894,0.626950413725585,0.863211905576812,0.745815505475577,0.969889046721061,0.996654890788917,0.99520907556125,1.70033598,1.0838053225,1.410787105,-0.6165306575,-0.289548875000001,0.326981782499999
"gag-pro-pol;gag-pol;gag",2.3772955261623,0.121026575048649,0.53185656708487,0.0851401697740203,0.678468596523143,0.595795923805828,0.994020988779375,0.4533036754178,-1.548663615,-2.97329282499999,-1.2656888975,-1.42462921,0.2829747175,1.7076039275
"Hnrnpl",0.261302451957442,0.851908515725216,0.999811699685989,0.987612812937627,0.949176359161366,0.994534121777472,0.92607243840209,0.825946631832004,0.104372740000002,0.427836179999975,-0.703741789999999,0.323463439999973,-0.808114530000001,-1.13157796999997
"Esd",2.70716896556225,0.0920034188713509,0.894365663283932,0.732966587163285,0.352615314130403,0.34799860834653,0.73852989383688,0.0712668578025394,-0.748368737499995,1.1034894,-1.8411908125,1.8518581375,-1.092822075,-2.9446802125
"Srsf1",0.28358011249781,0.836307780491091,0.999773065325258,0.998732335583554,0.843469628837921,0.999892755029392,0.880421140163293,0.905925539862831,-0.119833230000001,-0.213132857500025,-1.16818857000003,-0.0932996275000235,-1.04835534000003,-0.955055712500002
"Rpl10;Rpl10l",3.41686461025782,0.0528191670860302,0.494850709249976,0.21667397326469,0.0379365302681927,0.922781673467553,0.375491399646473,0.72134186025352,-1.7720835225,-2.533462765,-3.82417679,-0.761379242499999,-2.0520932675,-1.290714025
"Adssl1",0.0667185814935552,0.976535016122167,0.989815886845367,0.999851929435488,0.994754290761508,0.980982754815424,0.99991186492312,0.988638205136639,-0.296359302500001,0.0713682149999997,-0.23633981,0.367727517500001,0.0600194925000004,-0.307708025
"Bsg",1.09483022321261,0.388905452659226,0.472340506087184,0.999947557932142,0.999998413977806,0.500813020001013,0.463617549434039,0.999881821576243,1.8744676125,0.0649557100000031,-0.020230054999999,-1.8095119025,-1.8946976675,-0.0851857650000021
"Prdx6",0.274079089116563,0.842964482687587,0.946021671065499,0.962711427840286,0.996121776022493,0.999879018093004,0.869105019447915,0.89685931903919,0.571048259999998,0.499573707499998,-0.228574037500003,-0.0714745524999998,-0.799622297500001,-0.728147745000001
"Prdx4",1.36805949677032,0.299536786870033,0.746646837864424,0.992047106772171,0.482169302781087,0.586442876596315,0.965900316660337,0.341525281879158,-1.1017594325,0.303868292500002,-1.60574769999999,1.405627725,-0.503988267499999,-1.9096159925
"Sdcbp",4.53051462042965,0.0240801417139589,0.588376989107402,0.850402654172845,0.0892788444828307,0.210487040482021,0.555372517434163,0.0222104886469958,1.79746818750001,-1.12684201999999,3.67463493750001,-2.9243102075,1.87716675,4.8014769575
"Atox1",4.09588586591921,0.032348413933222,0.0207238997773913,0.208209916105563,0.373077888477844,0.536862357621934,0.32409501298299,0.974796725376929,4.1201035925,2.4893484075,1.9968166325,-1.630755185,-2.12328696,-0.492531775
"Psmb1",3.93798464382544,0.0361360836043439,0.155891849322162,0.998297111308556,0.12981351820948,0.119537266525545,0.999430126269476,0.099004822347184,-1.91022634249999,0.138207200000007,-2.00596761499999,2.0484335425,-0.0957412724999998,-2.144174815
"Gsto1",0.249394320113805,0.860228927802575,0.971573457527957,0.867499068964344,0.999820612068205,0.986494083005858,0.983864202436341,0.899093979119534,0.589067697499999,1.04343343,0.105860709999998,0.454365732499998,-0.483206987500001,-0.937572719999999
"Rpl21",1.34529948566465,0.306060127979401,0.393350934513734,0.662877791978064,0.309803847022746,0.961151816110487,0.997763264660721,0.908011767240506,-1.6383550175,-1.155233145,-1.8192560675,0.4831218725,-0.180901049999999,-0.664022922499999
"Anp32a",0.587841969714628,0.634518057740691,0.948177928395214,0.992013058839888,0.601200127087854,0.993633124191688,0.884727358634755,0.76070434638443,-0.664930342499993,-0.345306394999994,-1.5636210425,0.319623947499998,-0.898690700000003,-1.2183146475
"Exoc4",1.48691392680827,0.267851948316751,0.457968720817967,0.890505320987701,0.967155548741281,0.85074678151154,0.250787440601297,0.657058446903009,1.1730291825,0.55039811,-0.352623225,-0.622631072499999,-1.5256524075,-0.903021335
"Anxa3",1.29745511157405,0.320282551764036,0.995220263368405,0.630576835165844,0.879847360970245,0.763738081124502,0.767190928410708,0.258720795934965,0.2213211075,1.14593506,-0.697234867499997,0.9246139525,-0.918555974999997,-1.8431699275
"Hnrnph1",0.435145710551606,0.73182676139745,0.954784935008433,0.895301959292196,0.681680210717759,0.997504537116049,0.925676129493767,0.972938260892998,-0.544961212499999,-0.745424512500001,-1.1991772675,-0.200463300000003,-0.654216055000003,-0.453752755
"Eif6",5.8136208196475,0.0108391373050464,0.142179319558492,0.963873202631566,0.0488447778055194,0.0650094626552805,0.917606930065235,0.0214491000827896,-1.7153141475,0.345217230000006,-2.182312725,2.0605313775,-0.4669985775,-2.527529955
"Rpl35a",0.460013689318617,0.715311169733104,0.840062951426379,0.881642992218395,0.678736867287285,0.999679731676808,0.989931203319292,0.977896973671502,-1.5120062825,-1.3395142575,-2.0633988375,0.172492025,-0.551392555,-0.72388458
"Ncf2",2.99819919942014,0.0728687318843528,0.121485480406613,0.98006053234164,0.200638716148371,0.220971950165223,0.988267732752206,0.346242452163539,-2.4699542525,-0.3869795825,-2.14790416,2.08297467,0.322050092500001,-1.7609245775
"Eif3d",4.53772571724392,0.0239652405603152,0.0264263834474852,0.77515863703155,0.104804005896244,0.134794193483297,0.851637347798608,0.427777314446474,-3.8862121125,-1.115882395,-2.9502079475,2.7703297175,0.936004165,-1.8343255525
"Eef1b;Eef1b2",0.230513880281414,0.873368505250828,0.993042739482696,0.946128500516147,0.999995810907919,0.847995668319046,0.991200105525739,0.951950548394365,-0.355136154999993,0.727052210000004,0.0296626100000061,1.082188365,0.384798764999999,-0.697389599999998
"Rps14;rps14",1.39102442337677,0.293108141448622,0.973413709547332,0.457717340169013,0.990744921077379,0.262785107821133,0.888593107679863,0.624313414765163,0.4693055125,-1.68300486,-0.32548809,-2.1523103725,-0.7947936025,1.35751677
"Wdr1",1.25984504970629,0.331965464359509,0.732229361169077,0.999196854623216,0.46758909588459,0.65877649966663,0.965756560165844,0.400467252862811,-0.929718727500006,0.115314009999995,-1.3449518675,1.0450327375,-0.415233139999998,-1.4602658775
"Tom1",0.604980175680521,0.624253007611125,0.863377867041059,0.998350570918339,0.950604313918427,0.784159546846926,0.577136057725791,0.982657845228751,-1.32961869,0.280058147499997,0.903695582499996,1.6096768375,2.2333142725,0.623637434999999
"Idh1",0.880147809598168,0.47872363489394,0.997378525460773,0.626699187172694,0.999603857510535,0.51629399352646,0.999725004253641,0.567639745161738,-0.215143202499998,1.372217175,-0.114126442499998,1.5873603775,0.10101676,-1.4863436175
"Gnpda1",0.506162400862132,0.68531559357769,0.882298446046481,0.957977130463704,0.979006014789131,0.995229249799111,0.683740860662765,0.811346144373828,1.4317846275,0.973884342500003,-0.761604072499996,-0.457900285000001,-2.1933887,-1.735488415
"Lgmn",0.189429091690513,0.901559532876459,0.899240013563282,0.943373751391025,0.993229472568842,0.999087710867177,0.973002881022553,0.990944178863306,1.060886385,0.854397777499994,0.406006097499997,-0.206488607500003,-0.654880287499999,-0.448391679999997
"Coro1a",3.31375744208474,0.057092812309443,0.452879224004447,0.611908861369871,0.0378020427690441,0.99182672596569,0.412659926605333,0.284444161879399,-1.06396437,-0.867928982500001,-2.1816368125,0.1960353875,-1.1176724425,-1.31370783
"Rbm3",0.0875940025145982,0.965496349114561,0.996590277506789,0.999529201107343,0.992212051781603,0.999603144679823,0.960821318378716,0.979820406887766,0.327572347499995,0.168464902499995,-0.433592080000004,-0.159107445,-0.761164427499999,-0.602056982499999
"Hprt1;Hprt",1.27832633567839,0.326168026893187,0.323620620619323,0.513777490764334,0.914154316197759,0.981078659986814,0.671422248641076,0.867503118206873,2.180564405,1.72330761,0.789080142500001,-0.457256794999999,-1.3914842625,-0.934227467499998
"H2-K1",4.54982921210232,0.0237738091488267,0.629595681020578,0.572875565485051,0.18760875660319,0.105586112497936,0.777954943838699,0.0205111498304223,-1.08978485999999,1.1771295075,-1.9440190825,2.2669143675,-0.854234222500001,-3.12114859
"Saa3",1.66712212677788,0.226633850185787,0.36961298232437,0.230498798974551,0.845378587118976,0.985817239231811,0.818140668859639,0.630292002810819,2.76187657999999,3.3170623775,1.3344128125,0.555185797500002,-1.4274637675,-1.982649565
"Aldoc",1.30012982483896,0.319468809276142,0.464412063171395,0.503966845186219,0.998573715613792,0.999858614319418,0.551592849109203,0.593228477453549,1.819883345,1.73292923,0.188444852500002,-0.0869541150000011,-1.6314384925,-1.5444843775
"Aldoa",0.696342774574879,0.571913060245723,0.614093321220998,0.73143856929702,0.990038046788382,0.996837625989119,0.784177613626332,0.880435895391712,1.17977524,0.986145497499997,0.286005019999998,-0.193629742500001,-0.89377022,-0.7001404775
"Got1",1.2254730879619,0.343045247997125,0.677956338548586,0.287885982863722,0.880354344649443,0.877239960906443,0.97818016015381,0.673611968889263,1.56576085,2.59574699,1.0195851325,1.02998614,-0.546175717500002,-1.5761618575
"Tuba1b",11.7603502154867,0.00069320981257813,0.0636106059612126,0.160053596210535,0.000372379663138855,0.942218621850203,0.0428319543952731,0.0161099234246641,-1.123542785,-0.901433944999997,-2.33826113,0.222108840000004,-1.214718345,-1.436827185
"Ptprc",2.90940577362855,0.0781751612274243,0.998568434118405,0.63381846849826,0.350740324403618,0.543246293208036,0.427374191052837,0.0526659467915187,-0.170163632499996,1.3170471175,-1.88768291749999,1.48721075,-1.717519285,-3.204730035
"Plau",3.66326758849772,0.044018698550458,0.0626369471277936,0.259633056646935,0.0560553659664716,0.810791394418557,0.999896682496102,0.777385186635134,4.1994829175,2.88435793,4.29532385,-1.3151249875,0.0958409324999998,1.41096592
"Anxa2",1.15524052400672,0.366937201880595,0.783373824798665,0.496932256778691,0.998985005238734,0.956646534197706,0.707001852831717,0.422284540847954,1.18131684999999,1.81291675249999,-0.174337867500004,0.6315999025,-1.3556547175,-1.98725462
"Hsp90aa1",2.99383866494169,0.0731194562668245,0.757536976890098,0.987491792425425,0.0736573199104453,0.908216128855044,0.341080251819757,0.126445781562159,-0.437675952499998,-0.143827434999995,-1.211960315,0.293848517500003,-0.774284362499998,-1.06813288
"Aprt",4.06935024126263,0.0329515762320039,0.376442580029512,0.87808217246531,0.0277279028288728,0.787546549515204,0.398820089204514,0.0991820747490401,-1.11990880999998,-0.495952132500001,-2.20938587,0.623956677499976,-1.08947706000002,-1.7134337375
"Hsp90b1",0.553873114883014,0.655272753417542,0.661566811623621,0.905686549610777,0.998455295311315,0.960256608723648,0.752308084385972,0.954680967828873,1.3206763275,0.764916897500001,0.18223953,-0.555759429999998,-1.1384367975,-0.582677367500001
"Apoe",3.01924392924638,0.0716724949600765,0.115805251207426,0.101563382031102,0.742194084088635,0.999807211145566,0.493105498386092,0.449736921949007,-1.18969679,-1.22809648750001,-0.490308760000005,-0.0383996975000045,0.699388029999998,0.737787727500002
"Mdh2",1.95679119978876,0.17439523276613,0.165189916722102,0.384008788228666,0.866421055346303,0.933683967875168,0.478358643185228,0.809595295523346,2.8093819625,2.07452941,0.961636542499999,-0.734852552499998,-1.84774542,-1.1128928675
"Gnai2",0.428627593591887,0.736193500370561,0.99859220164894,0.953408571736898,0.931895112095835,0.983011595094172,0.87519694037825,0.689806447512869,0.110461232500001,0.368033410000002,-0.423022749999998,0.257572177500002,-0.533483982499998,-0.79105616
"Itgb1",0.444085425923171,0.72586281399854,0.882317703225205,0.960367548467941,0.988853242377745,0.994582140654762,0.727385771576413,0.852889839099315,-1.27624321,-0.850055934999997,0.545240880000001,0.426187275000004,1.82148409,1.395296815
"P4hb",1.019154763446,0.418394107849366,0.354894772331299,0.683784070995001,0.764260517288675,0.929984819388482,0.877427091126458,0.99888044356258,2.8060174,1.82772708,1.593604325,-0.978290319999999,-1.212413075,-0.234122755000001
"Ncl",0.291750102326994,0.830582873303422,0.982435654736282,0.957160132226747,0.98767762090012,0.821255212975819,0.899010756374178,0.997891377315272,0.526760572500002,-0.721769814999995,-0.465977194999997,-1.2485303875,-0.9927377675,0.255792619999998
"Pgk1",1.08458623135459,0.392766418584722,0.997175022187331,0.987956233130238,0.593764595682361,0.999259306028568,0.482138229348368,0.415695813020783,0.117839332500001,0.192994117500003,-0.766800882499997,0.0751547850000023,-0.884640214999997,-0.959795
"H2afv;H2afz",16.3636535020977,0.000153603599029256,0.0081285745057611,0.00243944393952933,9.15782407953092e-05,0.893172628673748,0.063090942134814,0.199073046394724,-1.3250274675,-1.55802417,-2.261470795,-0.232996702499999,-0.936443327499997,-0.703446624999998
"Calm1;Calml3",1.89489140793989,0.184308493190112,0.398983944387331,0.534217850666843,0.988797677668535,0.994139300650388,0.261506804775513,0.36860731025654,1.4020924575,1.18617344,-0.26941824,-0.215919017499999,-1.6715106975,-1.45559168
"Eef1a1",1.43456815570747,0.281329204857833,0.943072966821987,0.822506875737919,0.238032795922598,0.989258614184198,0.493083643830227,0.670975711389116,-0.231787679999996,-0.360511302499994,-0.837239742499996,-0.128723622499997,-0.605452062499999,-0.476728440000002
"Ctsb",0.897767090231213,0.470612589836768,0.76707321449881,0.401737829061999,0.871874355788006,0.912674395040026,0.996266964565983,0.821061617323458,0.728278635000002,1.2167401325,0.566929340000002,0.488461497500001,-0.161349295000001,-0.649810792500002
"Txn",1.65294386221583,0.229607636739395,0.357908845358081,0.998525639671676,0.999085218367716,0.28913931114452,0.298681839320228,0.999995166747744,3.24421477,-0.298010112499995,-0.253907442499997,-3.5422248825,-3.4981222125,0.0441026699999973
"Gstm1",2.08271003950085,0.156030798720273,0.998781527844246,0.42034841524726,0.843357803279544,0.348260874149953,0.905112881452198,0.127929669670595,-0.170957327500002,1.837204935,-0.949832199999999,2.0081622625,-0.778874872499998,-2.787037135
"Slc3a2",0.904321228737214,0.467630703306965,0.997788690006523,0.569443412271486,0.995653878380786,0.467759959072227,0.976114519892769,0.701155153239509,-0.164783952499999,1.2027626075,0.207015514999998,1.36754656,0.371799467499997,-0.9957470925
"Lpl",7.90224829056467,0.00356355660567327,0.0142404444958103,0.066997356335847,0.00297203686046488,0.810343353517987,0.800593014072522,0.320517380943902,-2.37302351,-1.80061531,-2.9578321,0.572408199999998,-0.584808590000002,-1.15721679
"Hsp90ab1",2.3467064194461,0.12421105031249,0.73611995477096,0.993333974101613,0.127264122459537,0.867703555025062,0.531860757843742,0.192448182349681,-0.402172565000001,-0.102509022500001,-0.942794800000001,0.299663542499999,-0.540622235000001,-0.8402857775
"Itgb2",1.12758444315866,0.376826675926013,0.449888474050364,0.9999141631146,0.996845589259185,0.418061986724579,0.56350322518226,0.993176270601182,-1.323852775,0.0526018149999956,-0.175913807500002,1.37645459,1.1479389675,-0.228515622499998
"Tcp1",3.74570969928182,0.0414612983646345,0.0405346322881518,0.257202395217173,0.0832817857951206,0.676435680585009,0.973931329564763,0.889568623885906,-2.7600984575,-1.746803285,-2.3847312925,1.0132951725,0.375367165,-0.637928007500001
"Cox5a",0.444887494656232,0.7253291775305,0.935110168390753,0.805365125203524,0.999775155615728,0.988540511437772,0.907250286669898,0.761330802316752,0.735207557500004,1.1330144425,-0.105766294999995,0.397806884999998,-0.840973852499999,-1.2387807375
"Rpl7a",1.1215661763921,0.379015943226256,0.425468451021108,0.880997092850447,0.449790635755175,0.833027552898154,0.99996216673091,0.854513229060488,-2.45426655,-1.1433370125,-2.382256745,1.3109295375,0.0720098050000004,-1.2389197325
"Rpl27a",1.79211011958257,0.202200691993371,0.723355841542109,0.808382215228201,0.152620308597724,0.998493998002093,0.610638865878645,0.519133861392146,-1.014121055,-0.8611440675,-2.2164309,0.152976987500001,-1.202309845,-1.3552868325
"Rps16",3.73594582468386,0.0417550419888796,0.506510386865254,0.881931593576203,0.033903313976792,0.89685772589669,0.335734554777719,0.118026764139325,-1.2430768,-0.637928964999997,-2.7779557725,0.605147835,-1.5348789725,-2.1400268075
"Rpl7",4.55048384850283,0.0237635058948316,0.439190502773844,0.553863621754445,0.0152081025153302,0.99668291048798,0.208484091521022,0.151316067334093,-1.3232526775,-1.14673519,-3.1116051675,0.1765174875,-1.78835249,-1.9648699775
"Mdh1",0.26751696118077,0.84755975526837,0.934757251934043,0.993812050920332,0.99972354653117,0.834261288338764,0.904626463642667,0.998283844922768,0.669497967500003,-0.292845724999999,-0.102990627499999,-0.962343692500003,-0.772488595000002,0.189855097500001
"Calr",0.408360923096979,0.749865121970794,0.706638932390347,0.985816532558996,0.968738092089244,0.878337896850282,0.919155635158517,0.999519706865757,1.251298905,0.393161774999996,0.518335342499999,-0.858137129999999,-0.732963562499997,0.125173567500003
"Anxa6",1.9266039276511,0.17915263786757,0.916609409933431,0.998593639759775,0.192416452323174,0.960746319692446,0.461917612253739,0.242659761723402,-0.574634549999995,-0.139025924999995,-1.92776131499999,0.435608625,-1.353126765,-1.78873539
"Rplp0",2.13830208856842,0.148627018278849,0.46408304012861,0.403571960435859,0.112347608753224,0.999410798726573,0.761068188458768,0.821026081791422,-1.3422551125,-1.4455513925,-2.219364165,-0.103296279999999,-0.8771090525,-0.773812772500001
"Hmox1",1.09421747071066,0.389135272379296,0.860164808867851,0.540867714241538,0.994352404452564,0.935097832538509,0.734526123303296,0.406412503463763,0.920442579999996,1.6055052275,-0.291051625000001,0.685062647500001,-1.211494205,-1.8965568525
"Hist1h1c",0.347965098034236,0.791334564440471,0.989108220699616,0.942073431305337,0.956487374688391,0.820034473755266,0.846409220876137,0.999935455846001,0.356601477500003,-0.643156767499995,-0.579550979999997,-0.999758244999999,-0.9361524575,0.0636057874999985
"Lgals1",0.410349226506563,0.748517754357017,0.899539269661208,0.99995764609394,0.978442670137407,0.880546851259828,0.706757425205285,0.98518755742779,0.737401484999996,-0.0515174850000051,-0.421092987500003,-0.788918970000001,-1.1584944725,-0.369575502499998
"Lgals3",0.246669140203538,0.862130033248978,0.99860749438546,0.915463530783943,0.991670215664955,0.853548255036728,0.970745326278326,0.983073535956384,-0.186500789999993,0.777438875000001,0.341513632500003,0.963939664999995,0.528014422499997,-0.435925242499998
"Eno1",1.13826062717089,0.372975890356282,0.999999256077143,0.998266532925016,0.439768667001581,0.997850213837626,0.433213355969595,0.531217237503852,0.00648212499999445,-0.086306570000005,-0.804568767500005,-0.0927886949999994,-0.811050892499999,-0.7182621975
"Ptbp1",1.14271490057023,0.37138163962784,0.739625024727585,0.606455221700145,0.991235889801904,0.995384086513087,0.573599788934542,0.444298473127124,1.3181490925,1.6165244575,-0.371148347499998,0.298375365000002,-1.68929744,-1.987672805
"Gba",10.6878589453537,0.00104722108299836,0.00343497210556576,0.999999165844427,0.0264223362999682,0.003511405891653,0.652385592685055,0.0270298715136732,-3.2947900275,-0.00948333750000074,-2.4359519475,3.28530669,0.85883808,-2.42646861
"Ppia",0.423026858766169,0.739957665635081,0.940731408788392,0.998733918559671,0.94529580379722,0.974893104852537,0.689040284804868,0.895954040471426,0.4160313625,0.110363962500003,-0.403975007500001,-0.305667399999997,-0.820006370000002,-0.514338970000004
"Tpi1",1.76185429113922,0.207832886791598,0.928268225438099,0.89082890808445,0.562378054676552,0.999559070138259,0.264419809767463,0.226850617340262,0.570460794999995,0.669483662499996,-1.252833365,0.0990228675000004,-1.82329416,-1.9223170275
"Pcna",1.45211375316042,0.276730519817818,0.514779090007944,0.536862744453727,0.236419790453513,0.999977503053396,0.930227421889681,0.917493037492698,-1.2180581125,-1.184506415,-1.7346088875,0.0335516974999983,-0.516550775000002,-0.550102472500001
"Ctsd",0.714589856895165,0.561943434909927,0.673842816139629,0.59895482909674,0.970352124975203,0.999196000892346,0.895449433783064,0.840357655543753,1.06894827,1.1896357525,0.412754060000001,0.120687482499999,-0.656194209999999,-0.776881692499998
"Cfl1",0.366513709973515,0.778497943844722,0.999845287809489,0.967895262121987,0.935160677373922,0.980697482096314,0.910852492994898,0.732512861854202,0.0535545374999984,0.326897619999997,-0.421656129999999,0.273343082499999,-0.475210667499997,-0.748553749999996
"Gstp1;Gstp2",2.55481690088695,0.104284842504732,0.984045989967195,0.706792724160276,0.417125897308053,0.884241313263806,0.259706973592657,0.082367817290066,0.393408062499997,1.2018332475,-1.7723248025,0.808425185000001,-2.165732865,-2.97415805
"Rpl13a",1.62779856979048,0.234989086208517,0.611782667259296,0.866311397570445,0.190949285556384,0.963118483476285,0.799830717145243,0.530784025410877,-1.5870904875,-0.981453177500001,-2.74710202,0.605637310000002,-1.1600115325,-1.7656488425
"Cox4i1",0.0745573703713236,0.972517241387763,0.96850429995114,0.999242390509212,0.999423999953118,0.987738431738123,0.986482414897617,0.999999485471942,0.559527160000002,0.156977415,0.143213035000002,-0.402549745000002,-0.416314125,-0.0137643799999978
"Hspa5",0.342137985209519,0.795382165530403,0.817530930899463,0.930165096712009,0.999573956773269,0.992321476466909,0.865894591445949,0.958497402681831,1.2038836475,0.825121402499999,0.143014910000002,-0.378762245000001,-1.0608687375,-0.682106492499997
"P20065-2",0.314907134903149,0.814371358469898,0.834177931365779,0.836423125336635,0.920714987789809,0.999999959615391,0.996454324420427,0.99668366093441,0.857158657500001,0.852334492500002,0.641244882500001,-0.00482416499999871,-0.215913775000001,-0.211089610000002
"Vim",0.31682693774531,0.813029321041937,0.899245753015272,0.994335987956517,0.996310586529758,0.785815219214141,0.963279345635604,0.965749733508761,0.803059577500004,-0.289237499999995,0.250123502500003,-1.0922970775,-0.552936075000002,0.539361002499998
"Fcer1g",0.618277495767883,0.616384977337717,0.731107059200253,0.630159401225631,0.725468903362571,0.997964316730478,0.99999961046417,0.998292116769568,1.0745658875,1.2563385975,1.0849905025,0.181772709999997,0.010424614999998,-0.171348094999999
"Tpm3;Tpm3-rs7",1.60877161872458,0.239154346959144,0.837048302654087,0.964139311920554,0.624711973508989,0.98268463464381,0.221323083288726,0.368156664496762,0.617899657500004,0.348300217500004,-0.905536412499995,-0.26959944,-1.52343607,-1.25383663
"Mfge8",0.87738223179989,0.480009408948773,0.571665365548034,0.938076514596745,0.998894093376096,0.878778434073674,0.490414774329849,0.888556343185283,1.3730568875,0.599218367499997,-0.149471760000004,-0.773838519999998,-1.5225286475,-0.748690127500002
"Pnp;Pnp2",0.604345877210697,0.624630434675816,0.961697670178965,0.985458081631696,0.798490711938876,0.841819830505642,0.97195676430808,0.605774030046565,-0.663691280000002,0.472308157499999,-1.257728575,1.1359994375,-0.594037295,-1.7300367325
"Cat",0.37079053697516,0.775549522076588,0.851769539849515,0.7901406487358,0.987664852205834,0.99924046269026,0.96229144302403,0.928458629482812,1.06030965,1.2268977175,0.427711962499998,0.166588067500001,-0.632597687499997,-0.799185754999998
"Ppib",1.48873617092123,0.267395756809896,0.719573472734386,0.999999844776176,0.722132564189917,0.715388727033087,0.20372116430907,0.726295540550309,1.28353190250001,-0.00898504499999575,-1.278023245,-1.2925169475,-2.5615551475,-1.2690382
"Impdh2",4.25921957396109,0.028905108713482,0.914772278313912,0.999983638116769,0.0409070574769601,0.926483495881363,0.122161629800919,0.0434712471086975,-0.515187740000002,-0.0279114275000012,-2.45841551,0.487276312500001,-1.94322777,-2.4305040825
"M6pr",5.04210358468561,0.0173013325556143,0.0148904014234298,0.503582488522492,0.0792122632027188,0.170659254013039,0.772374147692176,0.600007449852336,-3.3753931525,-1.321487185,-2.48798179249999,2.0539059675,0.887411360000002,-1.1664946075
