"","F-Value","Pr(>F)","2-1","3-1","4-1","3-2","4-2","4-3","diff 2-1","diff 3-1","diff 4-1","diff 3-2","diff 4-2","diff 4-3"
"Arl8a",0.48365946337268,0.699831688359077,0.824712607998427,0.993060732369942,0.999999746818825,0.681020708630297,0.820447897581291,0.993708211093636,0.682563300000002,-0.210990189999997,-0.00692152999999607,-0.893553489999999,-0.689484829999998,0.204068660000001
"Tnfrsf1a",2.35519514280451,0.123317865217867,0.996692495033933,0.877514120069882,0.131103328780191,0.948280868169358,0.181786315463316,0.388996039957869,-0.450453760000002,-1.6196532225,-5.2142086025,-1.1691994625,-4.7637548425,-3.59455538
"Acin1",1.78929200394113,0.202718005117183,0.588048961942145,0.999598554787296,0.745093741498346,0.529355633939798,0.152688889286053,0.799370748916641,-0.391181947499998,0.0309953650000026,0.308132647500003,0.422177312500001,0.699314595000001,0.2771372825
"Ide",0.091591571419717,0.963267479137468,0.953082687808144,0.99732299157906,0.994227498677538,0.987469901817988,0.992870399281102,0.999928748581931,0.254300595,0.0945124624999991,0.1225829125,-0.159788132500001,-0.1317176825,0.0280704500000013
"Spock2",2.57832799146974,0.102272575900008,0.331552378251601,0.999922763941578,0.185067308871266,0.35839082805078,0.976879558533026,0.202444176193074,-2.15093946,-0.071285007500002,-2.6396086175,2.0796544525,-0.488669157499999,-2.56832361
"Poldip2",2.67696337085427,0.0943006843739478,0.136909152029701,0.107602120220518,0.505864756107457,0.998775270163131,0.785514080501558,0.704178121781759,1.746368165,1.8555824725,1.0545363375,0.1092143075,-0.6918318275,-0.801046135
"Vti1b",0.744290991244271,0.546059261517512,0.706814006623707,0.988565354740409,0.958867553561955,0.524312431761899,0.93403861673237,0.848653672271359,1.0814187525,-0.315558194999996,0.494229077500005,-1.3969769475,-0.587189674999999,0.809787272500001
"Tmx1",0.946095688669699,0.449068292659188,0.884777216160695,0.439324696235342,0.584534206453785,0.841184290939055,0.940255413705946,0.993520994065398,0.446513889999999,0.954398152499998,0.794619560000001,0.507884262499999,0.348105670000002,-0.159778592499997
"Tmed2",1.22155974923564,0.344331709991492,0.319543676955712,0.678300136412975,0.488419732857032,0.906575755839353,0.985862181521976,0.986984478368203,1.604715825,1.00809479,1.3021471525,-0.596621035,-0.3025686725,0.2940523625
"Eps15",1.61948826959627,0.236798328258158,0.78279908628956,0.193359297059315,0.513523201144923,0.635741227510476,0.963624024105136,0.882604076594491,0.601163147500001,1.368848565,0.902606725,0.767685417499999,0.301443577499999,-0.46624184
"Ctss",3.80170506656653,0.0398220841242949,0.0976825547721313,0.999948619888836,0.206903929306073,0.0896794566289456,0.963975784194761,0.191387533753544,1.3592250375,-0.0270845874999992,1.1103808875,-1.386309625,-0.24884415,1.137465475
"Cc2d1b",2.48316447242028,0.110702127628132,0.250609651534406,0.367831532948127,0.998325303710936,0.992018095018344,0.196204906103481,0.294895996553332,-1.081977845,-0.929021120000002,0.0901772974999986,0.152956724999999,1.1721551425,1.0191984175
"Ndufab1",1.28227591932811,0.324943314632819,0.864791417314234,0.312330766735462,0.493370994098475,0.72812098984346,0.903259951422234,0.982548149424702,-0.643242600000004,-1.5109534275,-1.20732379,-0.867710827499998,-0.56408119,0.303629637499998
"Rps12",1.01474518219357,0.420182718154446,0.427524259186434,0.984609792002591,0.698874987447009,0.62371155694699,0.962238575793814,0.876722833289612,-0.392034057499998,-0.0870437624999987,-0.272705079999998,0.304990295,0.1193289775,-0.185661317499999
"Dnajc7",0.817309797509051,0.508798449726616,0.608003043963775,0.998227993927359,0.949059609440435,0.511564006146488,0.888066803676631,0.894477496066127,-0.440163852499996,0.0589382625000034,-0.187746052499996,0.499102114999999,0.2524178,-0.246684315
"Bak1",4.27483700875309,0.0285986856322455,0.257470131619533,0.508243792937575,0.872474898551577,0.0244105681364049,0.0777310251644681,0.906497397007305,-1.05043745,0.765993597499996,0.406143669999995,1.8164310475,1.45658112,-0.359849927500001
"Ahnak2",3.96040277655793,0.0355682723670629,0.654413301731228,0.0263665283319073,0.767095448579394,0.188572216613571,0.997022312892489,0.137814255407217,0.341397762500009,0.971548557500007,0.283255100000009,0.630150794999999,-0.0581426624999999,-0.688293457499999
"Ripk1",0.0275317007522994,0.993504750274121,0.999695541972485,0.996270665513432,0.993694113018804,0.999303833940187,0.998323546215663,0.999971758673389,-0.0436387050000029,-0.101186992500004,-0.120919947500003,-0.0575482875000013,-0.0772812424999998,-0.0197329549999985
"Pspc1",1.65792134505722,0.228558725214962,0.974577537061015,0.266456753184303,0.999986649467898,0.45937021376283,0.979872292257641,0.279135295469378,-0.277430534999993,-1.28609871749999,-0.0217967024999943,-1.0086681825,0.255633832499999,1.264302015
"Ncf1",3.99645748815691,0.0346765672695561,0.149209621557543,0.0337647515465797,0.0802898121695416,0.814603700641655,0.980789992716045,0.956711737795523,0.787889957499999,1.0878858575,0.916469572500002,0.299995900000003,0.128579615000003,-0.171416284999999
"Copa",1.13809344097641,0.373035870005088,0.467688914254016,0.973735200825883,0.997589505083861,0.708958857744955,0.372421023654672,0.92780690472555,0.482702732499995,0.135678292499996,-0.0598731025000028,-0.347024439999998,-0.542575834999997,-0.195551394999999
"Glg1",0.71285952115103,0.562881927224804,0.999142960653601,0.999910932166722,0.607096355745961,0.999871059217301,0.683507578762391,0.643061429457112,0.0447964649999975,0.0210170699999956,0.427452084999995,-0.0237793950000018,0.382655619999998,0.406435015
"Atp5j2",1.05760281069099,0.403130391821754,0.624873403492519,0.932515664024443,0.383410842523403,0.920096669198772,0.970463624319466,0.713290349913868,0.344929697499996,0.167014124999998,0.468787194999997,-0.177915572499998,0.123857497500001,0.301773069999999
"Zpr1",1.1329432855083,0.37488855803422,0.318039659225709,0.85699990663125,0.663493735798629,0.745304732432874,0.914452482032771,0.982521942159564,-0.359643459999994,-0.157753947499994,-0.230595109999994,0.201889512499999,0.12904835,-0.0728411624999996
"Arl1",3.40430989923824,0.0533193116945744,0.0408729225185313,0.385640871103583,0.800287101433998,0.507109130987595,0.185188300730122,0.875679227953977,0.9057579075,0.486660239999999,0.266992807499999,-0.419097667500001,-0.638765100000001,-0.2196674325
"Spp1",12.1944529770903,0.000591126145334078,0.116049897820609,0.0443276677542828,0.305876613619653,0.000670599322549315,0.917965989607715,0.00187915118371607,1.0495285975,-1.2911915775,0.778769492499997,-2.340720175,-0.270759105,2.06996107
"Serpinb6;Serpinb6a",4.29528933193176,0.028203069054377,0.343585867126691,0.49635964747646,0.505162583007935,0.033854139521083,0.988563442330293,0.0584805739049503,0.422267912499997,-0.349787237500003,0.345970627499998,-0.77205515,-0.076297284999999,0.695757865000001
"Dnm2",2.90958882130465,0.0781637746975895,0.222769054460106,0.932471355994692,0.986342565025979,0.0866627323560284,0.132269660844097,0.993736633161172,0.676319119999999,-0.195068840000001,-0.110479354999999,-0.87138796,-0.786798474999998,0.0845894850000022
"Rps15a",0.340973082388591,0.79619209394588,0.957105224906885,0.975046667536682,0.988195818416478,0.797141113939784,0.843583481893544,0.999676882988061,0.283072472499999,-0.233456612499999,-0.179986475,-0.516529084999998,-0.463058947499999,0.0534701374999997
"Tra2b",5.26597974925582,0.0150507807420399,0.198534343929099,0.0406992280842262,0.0137813142547386,0.775290311147507,0.426679942265524,0.92405239140914,1.6986734875,2.4620859625,2.9556086075,0.763412474999999,1.25693512,0.493522645000002
"St13",0.188166633738815,0.902413244387383,0.944876444720091,0.999659627479119,0.999820411875869,0.914902962513357,0.921215595498523,0.999997567406086,0.229193212499997,-0.0402164475000042,-0.0324807150000055,-0.269409660000001,-0.261673927500002,0.0077357324999987
"Hk1",0.668633081392628,0.587361019291943,0.532356446260488,0.782414137054993,0.829206104373959,0.970508848432632,0.949674269098633,0.999697484557771,0.460505722499999,0.314333675,0.283458469999999,-0.146172047499999,-0.1770472525,-0.030875205000001
"Vdac2",0.91710557315465,0.461868966015869,0.780824191837413,0.651499574498585,0.99766200663439,0.995448880381927,0.678427981578219,0.544589545091534,0.303933142500004,0.377905845000004,-0.0590677274999969,0.0739727025000008,-0.36300087,-0.436973572500001
"Ptbp3",0.400339760257026,0.755313484865642,0.999650313895853,0.969407511855248,0.817072636343084,0.946943961324641,0.766747366290803,0.971923072384567,0.0404596350000013,-0.184875962499998,-0.364222999999999,-0.225335597499999,-0.404682635,-0.179347037500001
"Olfr112;Olfr113",0.797274361227174,0.518771548364802,0.963677073145587,0.742429546715212,0.977566566103591,0.472224832810389,0.819399517078195,0.92391845284001,-0.299574374999995,0.645149230000005,0.252643585000005,0.944723605,0.55221796,-0.392505645
"Prps1;Prps2;Prps1l3;Prps1l1",0.386330076090452,0.764876820629196,0.994172891543985,0.960984731447544,0.947601453080866,0.995221100579314,0.857532560565628,0.738827323409108,-0.205027579999996,-0.396705627499994,0.441354750000006,-0.191678047499998,0.646382330000002,0.8380603775
"Psme1",2.57752728333117,0.102340372513763,0.26851216186648,0.988117771899555,0.865000527253615,0.411529455108575,0.0793086534780965,0.700237959117379,0.543784622499999,0.0903010425000019,-0.218358989999999,-0.453483579999997,-0.762143612499997,-0.308660032500001
"Pabpn1",1.24029779685602,0.338218452637702,0.816207432066457,0.831096759941768,0.897268424717072,0.353492860885219,0.428812236055851,0.998653471683899,-0.563837529999997,0.544219015000003,0.446030137500003,1.108056545,1.0098676675,-0.0981888775000002
"Rps28",0.950951596826025,0.446959693364174,0.621846908858889,0.999618585453899,0.981822525288863,0.680100987606747,0.41517285270137,0.964124964806925,0.557461737500002,0.0454702349999998,-0.168122289999999,-0.511991502500003,-0.725584027500002,-0.213592524999999
"Shmt1",0.954580206782007,0.445390625846646,0.994391979600284,0.85212549989044,0.825881406567157,0.94344858044364,0.693096758742561,0.384375395183439,-0.090281485000002,-0.292745587500001,0.313139917499999,-0.202464102499999,0.403421402500001,0.605885505
"Dnmt3a",0.763949493088972,0.535778788491782,0.993715515136195,0.523807922535478,0.862534751476027,0.672774282631414,0.95222422463534,0.924013202338549,-0.214618445000003,-1.1666531575,-0.650018452500005,-0.952034712500001,-0.435400007500002,0.516634705
"Csnk2b;Csnk2b-Ly6g5b",1.05718629079775,0.403292598819811,0.998229503516944,0.848474153059741,0.527646556890756,0.76436834457611,0.435844588400604,0.93592222529124,-0.101606844999996,0.491207122500001,0.84341526,0.592813967499996,0.945022104999996,0.3522081375
"Bicc1",1.65796247493669,0.22855008011471,0.399043401069429,0.993211762397024,0.993719277045533,0.280575494308545,0.283312170394627,0.999999875187399,-1.4623320125,0.236758707499998,0.230576992499998,1.69909072,1.692909005,-0.00618171500000031
"Zc3h18",1.70823209637921,0.218251224100559,0.597163455330508,0.899985608635423,0.707241543959672,0.256386434021638,0.997435286635038,0.333957108190279,-0.999985930000001,0.540889979999999,-0.850556610000002,1.54087591,0.149429319999999,-1.39144659
"Ctsa",5.66138831922885,0.0118542175698984,0.206403490586427,0.688940043943222,0.00878043770554082,0.756716068828157,0.294394711568894,0.0611072538113613,0.656244752500001,0.346953867500002,1.236294745,-0.309290884999999,0.580049992499998,0.889340877499997
"Siglec1",1.12379205003919,0.378204671494227,0.99996718526038,0.416392338572946,0.872689789002781,0.43931911045854,0.890761618072425,0.834109603556212,0.0259568700000017,0.938041210000002,0.443862915000002,0.91208434,0.417906045000001,-0.494178294999999
"Vps16",0.0402337730957377,0.988686205394526,0.996990160967079,0.999946452356361,0.999121166533132,0.994051243452435,0.986648460662788,0.999802028441282,-0.136699199999997,0.0354785950000025,0.0903706550000027,0.172177795,0.227069855,0.0548920600000002
"Rpf2",2.96491983632109,0.0748075560023816,0.203687466913875,0.963469829886937,0.478333703341568,0.0956386340040506,0.919067258771047,0.258113874207764,-1.1177227475,0.250505925000001,-0.782461642499999,1.3682286725,0.335261105000001,-1.0329675675
"Supt16h;Supt16",1.2239702845854,0.343538664615275,0.997948924010509,0.759709306415427,0.492505236878006,0.660160598476369,0.399413818191704,0.964817071959019,0.0538969025,-0.301909927499999,-0.44494963,-0.355806829999999,-0.4988465325,-0.143039702500001
"Mtss1",7.47541832395279,0.00440285626405128,0.353221465227502,0.067344205285314,0.527643165217725,0.00337805065623109,0.0386899830966977,0.520284580560465,0.729464770000003,-1.1816153525,-0.588062047499998,-1.9110801225,-1.3175268175,0.593553304999999
"Dap3",0.519060035793449,0.67709396001673,0.663258574272058,0.943880192470781,0.997447042458229,0.928869146986696,0.769843332050148,0.9827587559605,-0.481633662499998,-0.230268957499998,-0.0789012899999975,0.251364705,0.402732372500001,0.151367667500001
"Psme2",5.39722793611992,0.0138898799830608,0.129882997957919,0.452124531192446,0.819554550391355,0.00935551339250207,0.451318325882221,0.130200383102695,-2.268882275,1.4441823975,-0.8232715125,3.7130646725,1.4456107625,-2.26745391
"Acat2;Acat3",2.02738898192885,0.163815556206554,0.133416271364157,0.90533492855806,0.64860894921263,0.360068008350623,0.637468828845384,0.955247286621539,1.0031690575,0.283154010000001,0.497562887500003,-0.720015047499999,-0.505606169999997,0.214408877500002
"Idi1",5.30036763076335,0.0147360724155119,0.0812436488784627,0.630244561664351,0.693355950953282,0.483184861256744,0.0119208771512863,0.148033457243788,1.811611175,0.819162844999997,-0.745709660000001,-0.992448329999998,-2.557320835,-1.564872505
"gag-pro-pol;gag-pol;gag",0.801323284105969,0.516740934471954,0.98389830911728,0.530806223659288,0.72415911656176,0.735525383853214,0.896800665379158,0.986421688239894,0.110716817500002,0.43195343,0.327576157500001,0.321236612499998,0.216859339999999,-0.104377272499999
"Atp2b1",5.03312596024501,0.0173994254786295,0.994540113216584,0.0342102984030433,0.969380015305337,0.0222773747624284,0.898953238372629,0.0736489283966382,0.159880640000001,-2.0787322525,-0.290096757499999,-2.2386128925,-0.4499773975,1.788635495
"Cyb5a",3.55109755401448,0.0477964458515218,0.938965947161032,0.279660737679789,0.64624538695348,0.116485771009152,0.92505600102887,0.0410078086705521,-0.559838054999997,1.8611831625,-1.1640810975,2.4210212175,-0.6042430425,-3.02526426
"Sf3b1",1.08097545275316,0.394136913862514,0.916273525761797,0.775923773673159,0.943024945696133,0.415363148932521,0.999760263875314,0.460398725585803,0.259042740000002,-0.385757444999999,0.224435807500001,-0.644800185000001,-0.0346069325000009,0.6101932525
"Hnrnpl",0.483317748036211,0.700053765386529,0.997600172610017,0.993786878415555,0.809884521181276,0.969959211584869,0.893242213268791,0.669358078987992,0.0616478950000037,-0.0850596424999956,0.295688630000001,-0.146707537499999,0.234040734999997,0.380748272499996
"Stx5;Stx5a",0.688940572243232,0.576003325306468,0.999071245182786,0.763041382680793,0.660231606437438,0.832036744801758,0.737193631382729,0.997732976980638,0.0580213024999985,0.421443457499999,0.499747274999999,0.363422155,0.4417259725,0.0783038175000002
"Cpsf6",0.472389552854032,0.707181231891679,0.999712749507532,0.726013962655751,0.998374751519046,0.77584894412626,0.999859787742814,0.81281733167853,-0.0463764699999984,-0.5330896375,-0.0828735824999995,-0.486713167500001,-0.0364971125000011,0.450216055
"Arhgef2",1.03663685071654,0.411380491629901,0.697596815074602,0.993982915728152,0.916418793431371,0.83254973354709,0.34693159283999,0.807582323703425,0.635293725,0.146658180000001,-0.371402502499999,-0.488635544999999,-1.0066962275,-0.5180606825
"Esd",6.88281517394264,0.00598092683826497,0.177115002227204,0.00398382233994266,0.544402069213071,0.17317507314033,0.833185734478381,0.0425524877446034,0.724927902500003,1.4546208425,0.447770122500003,0.72969294,-0.27715778,-1.00685072
"Glmp",0.782135310278215,0.526432516032919,0.855953015311184,0.6795429506751,0.997943784547106,0.986360546223646,0.768588868635399,0.576978484191063,0.768018720000001,1.092499015,-0.170539617499999,0.324480295000001,-0.9385583375,-1.2630386325
"Tcof1",1.09033548807383,0.39059458011731,0.422932187687923,0.891852994238897,0.481902708191029,0.81750926003656,0.999487597983226,0.868736233700902,-0.613754035000001,-0.2745547275,-0.5708947175,0.339199307500001,0.0428593175000014,-0.29633999
"Arpc3",1.70350762286093,0.219196763044837,0.210429403252313,0.989783203243372,0.852180917380486,0.324971241326411,0.585995812207614,0.957881678549985,0.6902170175,0.100174427499997,0.264651299999997,-0.590042590000003,-0.425565717500003,0.1644768725
"Srsf1",1.90580432011849,0.182515642938316,0.966833134199885,0.167637476790467,0.922835862543987,0.327546468042873,0.998309511373905,0.405683583687963,-0.176620479999997,-0.864531039999996,-0.240304944999998,-0.687910559999999,-0.0636844650000015,0.624226094999997
"Emd",1.00458370128752,0.424334636953682,0.991629167775755,0.614097016586505,0.997615826702669,0.453650958013864,0.999639397313282,0.507542942110997,-0.1133537275,0.496285202499999,-0.0740506624999995,0.609638929999999,0.0393030650000004,-0.570335864999999
"Rpl10;Rpl10l",0.761342684822863,0.537131405667799,0.999263545529326,0.790570302674519,0.949575087181103,0.722810383339987,0.976169908237808,0.488861067275761,-0.0604205150000006,0.4492125475,-0.257455352499999,0.509633062500001,-0.197034837499999,-0.706667899999999
"Vdac3",0.385141712309661,0.765690666888544,0.942155743569786,0.713612418260523,0.966753218615637,0.955114880361619,0.999604489424601,0.926472355741998,0.217527627499997,0.415856597499999,0.178096049999997,0.198328970000002,-0.0394315775000003,-0.237760547500002
"Adssl1",16.3523733886278,0.000154106439409837,0.858239985435223,0.0327647275603904,0.0128867016468194,0.00825035640789995,0.0510893880875362,7.80367254619163e-05,0.380615712500003,-1.5503780825,1.807539465,-1.930993795,1.4269237525,3.3579175475
"Dnmt1",0.632794219844391,0.607892293592106,0.860162452643278,0.949352235261803,0.962890203077611,0.994123408929917,0.602979873600503,0.747253563510343,-0.5304226875,-0.360418557499999,0.322165012500001,0.170004130000001,0.852587700000001,0.68258357
"Bsg",4.29611251303115,0.0281872791011662,0.0262472924439934,0.693206669767857,0.946085823138053,0.169291362207525,0.0675138800509194,0.941965719403299,-1.57811737,-0.522391795000001,-0.257671355000001,1.055725575,1.320446015,0.26472044
"Pitpna",1.48967722860822,0.267160502037121,0.603710971401172,0.94574112306496,0.931803185832218,0.317324903573293,0.297034392241506,0.999957718219659,-0.651157854999997,0.282553670000002,0.307408335000002,0.933711525,0.958566189999999,0.0248546649999994
"Atp6v0a1",3.09880721450331,0.0673494587420299,0.981883642385598,0.0865848180447079,0.998541433987107,0.158274027820419,0.996396113894924,0.112348181652949,-0.277148247500001,-1.982503415,-0.117621900000003,-1.7053551675,0.159526347499998,1.864881515
"Wdr81",0.805702871401065,0.514553152418824,0.946045163230619,0.863151647330988,0.881042872404007,0.56683446708817,0.591290183578504,0.999971494564588,-0.298123122500002,0.425022842499999,0.401982785000001,0.723145965000001,0.700105907500003,-0.0230400574999976
"Hk2",0.122144477019516,0.945265701220075,0.982704526836363,0.999990825639869,0.957875969014297,0.98637668587355,0.999082035068908,0.964334952124617,0.146412370000004,0.0116133650000023,0.200472352500004,-0.134799005000001,0.0540599825000001,0.188858987500002
"Capn2",1.50352604183766,0.263724692816435,0.972298698845437,0.316192636373552,0.447138745032656,0.53451003244873,0.691652597365948,0.992663354117691,0.277284139999999,1.167957065,0.992876762499996,0.890672925000001,0.715592622499997,-0.175080302500003
"Dpysl2",4.74782163566861,0.0208806502193859,0.035457429825113,0.998708586696273,0.91819511653966,0.0272473223808252,0.105051139533729,0.858844889194351,1.05996751999999,-0.0504512750000075,0.213033677499993,-1.110418795,-0.8469338425,0.263484952500001
"Alyref",2.17532953468059,0.143916680734944,0.842476571573052,0.385817679332468,0.934806498090982,0.114032268620728,0.518188098809056,0.711805655770785,-0.345023157500002,0.694636819999996,0.245050904999996,1.0396599775,0.590074062499998,-0.449585915
"Prdx6",2.14226963569004,0.14811402646453,0.500107094436704,0.472170351715564,0.940919348335759,0.999950407404114,0.239782041715032,0.222491149899603,0.368582725,0.381557939999997,-0.144299507500001,0.0129752149999973,-0.512882232500001,-0.525857447499998
"Casp6",6.21032855440454,0.00863476870665616,0.191155624687363,0.197060113410422,0.980507988583695,0.00500464597888373,0.104315966011514,0.339482582623645,0.888592477499998,-0.880375147500002,-0.156490567500002,-1.768967625,-1.045083045,0.72388458
"Dld",2.47805836564158,0.111176387576637,0.876224166872423,0.659297053939592,0.539599186859118,0.9744879927189,0.202550893454436,0.104404219975246,0.156967165000005,0.244609832500004,-0.287934302499998,0.087642667499999,-0.444901467500003,-0.532544135000002
"Prkcsh",4.85283480753452,0.0195128238864808,0.371126518169516,0.686344416707523,0.276609944115593,0.0662509043377819,0.0168355157562755,0.858746247713007,-1.4211413875,0.940793037500004,1.6038818375,2.361934425,3.025023225,0.663088799999997
"Prdx4",25.3461802436681,1.76729054753249e-05,0.0291433989439716,3.71622651964554e-05,0.99999987070276,0.00561349232720731,0.0287900054762428,3.68198756189875e-05,0.9875578875,2.2594995475,-0.00210046749999648,1.27194166,-0.989658354999996,-2.261600015
"Aip",1.30478570351946,0.31805766530388,0.467346252714584,0.999999810755007,0.992164328899396,0.463063380210726,0.329969049589418,0.992802369703699,0.468079329999998,-0.0024716850000015,-0.0865340225000022,-0.470551015,-0.554613352500001,-0.0840623375000007
"Sdcbp",4.46405321512588,0.0251697343825428,0.632015221878339,0.689253291053808,0.239537299034799,0.999635657089764,0.0325803995481388,0.0386945371578052,0.550909279999999,0.5060195925,-0.912047147499999,-0.0448896874999996,-1.4629564275,-1.41806674
"Atox1",1.17570795420391,0.359796153036439,0.332769885897443,0.735420865802802,0.97007562898209,0.879119697613335,0.5630234894002,0.933370538007764,0.470386029999997,0.273799419999996,0.117214679999996,-0.196586610000001,-0.35317135,-0.15658474
"Degs1",2.29671314107134,0.129623201700925,0.877599852281796,0.537908016260241,0.684637016200981,0.920561440686932,0.292937134398865,0.111663805387857,0.724870684999999,1.3384547225,-1.091917035,0.613584037499997,-1.81678772,-2.4303717575
"Snap23",0.143942985328612,0.931589715594207,0.996971227693602,0.999154531834159,0.923501825350205,0.999869319622122,0.974010294388742,0.959880740476015,-0.113925454999999,-0.0741872800000003,-0.352073667499999,0.0397381749999983,-0.238148212500001,-0.277886387499999
"Psmb1",3.80966956559576,0.039595066876397,0.0409765864554263,0.50782154997781,0.0891460124755509,0.385732271561854,0.96745097625969,0.63662744073664,1.01320219,0.468616482500003,0.863848207500002,-0.544585707499998,-0.149353982499999,0.395231724999999
"Hdac1;Hdac2",0.380797770983705,0.768668965488309,0.997784924551858,0.962331455989793,0.865736942032123,0.910136504976176,0.778017440670081,0.990821581759391,-0.146348475000007,0.387819052499992,0.624814272499993,0.534167527499999,0.7711627475,0.236995220000001
"Sypl;Sypl1",2.35894040346635,0.122926115575514,0.748780989797676,0.937618750828231,0.419193603981339,0.423920488576324,0.0940273428702242,0.743730551236247,-0.3039350475,0.173704387500001,0.480410817500003,0.477639435,0.784345865000002,0.306706430000002
"Gsto1",4.0466240199042,0.0334785108832998,0.165144256848919,0.0397973616599462,0.907972182994012,0.829300754624401,0.422730728009037,0.122830030260601,-0.597696782499995,-0.823802469999993,-0.176851749999997,-0.226105687499999,0.420845032499997,0.646950719999996
"Man2b1",0.510419219549898,0.682594032577518,0.994669580998251,0.931380029659346,0.928155467098105,0.835012376479897,0.982848033336778,0.637122380250387,-0.271489382500002,0.665307757499997,-0.676797630000003,0.936797139999999,-0.405308247500001,-1.3421053875
"Rpl21",5.20685492017487,0.0156102984996573,0.719581115827503,0.060893384625624,0.804796955001556,0.321856402251194,0.255766593593898,0.0126664313169157,0.416363240000003,1.1222949025,-0.354108807499998,0.705931662499999,-0.7704720475,-1.47640371
"Gclm",6.27175949966997,0.0083421960716289,0.955016349782934,0.00956701537673899,0.854382785171871,0.0233743701126876,0.991352155128648,0.0385817025494601,0.20093632,1.5413532275,0.313811300000001,1.3404169075,0.112874980000001,-1.2275419275
"Dscr3",1.00683059495526,0.423412927271236,0.999997470742944,0.703917977929822,0.563581888580567,0.693176087245691,0.552751398755926,0.994751865913038,0.00610303999999573,-0.352844715000003,-0.431394097500004,-0.358947754999999,-0.437497137499999,-0.0785493825000003
"Scarb2",5.11209814892699,0.0165581621972033,0.867208495566078,0.582635825942126,0.01386334800692,0.950776146213072,0.0530004730566802,0.128381604587657,0.265941142499999,0.448532817499999,1.282111645,0.182591674999999,1.0161705025,0.833578827499998
"Phb2",1.10886101474835,0.383682001801704,0.410788499456287,0.449658560423756,0.63908201629015,0.999841566663873,0.975937933011026,0.986532582130663,0.475141525000002,0.453059197500004,0.354362487500001,-0.0220823274999979,-0.1207790375,-0.0986967100000022
"Ddt;Gm20441",4.25369361167087,0.0290144404438045,0.0394688899284641,0.990610943020402,0.258028436568984,0.0656297077691602,0.666276980958749,0.385267863273321,1.258521555,0.119527812500001,0.791656492500001,-1.1389937425,-0.466865062499998,0.67212868
"Psmd4",1.83408914979504,0.194667368765275,0.6748649411244,0.876122707453954,0.754645166904876,0.284663703810955,0.197761134800617,0.994314832449382,-0.657050612499997,0.431731697500005,0.575343607500002,1.08878231,1.23239422,0.143611909999997
"Purb",0.320705027293532,0.810319618429808,0.99650673560952,0.803006613521386,0.998451849986911,0.897660163527401,0.999950881283872,0.877490346922986,-0.208351615000002,-0.893890620000001,-0.158389570000001,-0.685539004999999,0.0499620450000009,0.73550105
"Srsf5",1.49152211566471,0.266699960732529,0.993222843908664,0.869407464283662,0.565485740620766,0.73749708398217,0.718246506400822,0.211591504642973,-0.228863714999996,0.661842110000002,-1.149396415,0.890705824999998,-0.920532700000001,-1.811238525
"Kpna3",0.111446704657887,0.951744819082351,0.999370958589258,0.950122318102853,0.985201119743275,0.975444156177295,0.995677458737185,0.997624945766147,0.0343496800000018,0.153689385000002,0.100033285000002,0.119339705,0.0656836050000003,-0.0536560999999995
"Kpna6",1.5322430414758,0.256754469349604,0.602646876160827,0.893415114868753,0.837571991321261,0.253538197962104,0.972631487235411,0.446760623102659,-1.28652024,0.718554497499998,-0.850415705000003,2.0050747375,0.436104535,-1.5689702025
"Anp32a",0.874584812991499,0.48131349244258,0.615099319814807,0.769455167037246,0.999954901376692,0.992631911126872,0.586475351844095,0.742725452661703,-0.363627914999999,-0.284004215,0.0144047725000007,0.0796236999999991,0.378032687499999,0.2984089875
"Psmd14",0.0465697641441636,0.986009451986582,0.998474963639747,0.999997870534448,0.989393149798292,0.997912601556807,0.99877388113455,0.987513673163387,-0.0823988899999968,0.00917387250000345,-0.158977032499994,0.0915727625000002,-0.0765781424999972,-0.168150904999997
"Npc1",4.05086282977006,0.0333794937716895,0.994603756685411,0.116837845973863,0.890462769516712,0.0778480778942034,0.964733804147871,0.0348037782403254,0.0866391700000015,-0.874857185,0.252601862500001,-0.961496355000001,0.165962692499999,1.1274590475
"Anxa3",5.87386993087454,0.0104655481633889,0.700268232419546,0.0634896343845974,0.476081046713809,0.00944843991962008,0.0973255813274447,0.553318091972947,0.283028124999998,-0.732816695,-0.384195807499999,-1.01584482,-0.667223932499997,0.348620887500001
"Ap1b1",2.72160318377332,0.0909283111496781,0.260795994170832,0.979453984916457,0.927058420500723,0.144850234114141,0.100768337252652,0.995868029668977,0.774343972499999,-0.153829094999999,-0.242585657500001,-0.928173067499998,-1.01692963,-0.0887565625000022
"Neu1",1.3563508247359,0.302873527099806,0.994302293716478,0.50154713529522,0.693074641206496,0.371812593172643,0.548715783488786,0.9867508342954,-0.124069217500001,0.717039104999998,0.551439759999997,0.841108322499998,0.675508977499998,-0.165599345
"Nudc",2.4509294576639,0.113735369859736,0.772185665654386,0.922367073754208,0.377290825182294,0.42102052445922,0.0878335603428754,0.724143752044207,0.263674734999995,-0.170828820000004,-0.458476545000003,-0.434503554999999,-0.722151279999999,-0.287647724999999
"Hnrnph1",1.2183728941468,0.345383175995602,0.746002882211407,0.791200713224257,0.274589372700014,0.999771598932539,0.80592505418694,0.761690857886527,-0.333392142499999,-0.305572032499999,-0.629489899999999,0.0278201100000004,-0.2960977575,-0.323917867500001
