X,BV2_control_1_cell,BV2_TGFB_1_cell,BV2_IL10_1_cell,BV2_LPS_1_cell,BV2_control_2_cell,BV2_TGFB_2_cell,BV2_IL10_2_cell,BV2_LPS_2_cell,BV2_control_3_cell,BV2_TGFB_3_cell,BV2_IL10_3_cell,BV2_LPS_3_cell,BV2_control_4_cell,BV2_TGFB_4_cell,BV2_IL10_4_cell,BV2_LPS_4_cell
Gclc,15.34353256,16.56560707,15.59554863,16.28357697,15.26091957,16.03731155,15.62847424,15.45831013,15.92049217,16.11697388,13.95734215,16.36266327,15.86947346,15.97748089,15.1609745,16.43136787
Fh,19.34799767,19.22545624,19.27275658,18.77223778,19.18521881,18.74966621,19.99672699,19.13776207,19.56134033,18.97132492,20.17316437,18.73545647,19.13154602,19.43324661,19.25326538,18.60595703
Tubb5,21.89988136,21.58724022,21.84322166,21.22205162,22.06240082,21.00353622,21.95166206,21.54886627,21.66496658,21.53340721,22.45116043,21.19376183,21.07763672,21.83749771,21.76003838,21.08401108
Prdx5,17.87008858,19.09931183,19.65163612,20.45944023,18.15659714,18.61331558,19.70440102,20.89644814,19.31588364,19.5140667,19.56089211,21.46358681,18.55550957,18.79946518,18.75688171,20.95034599
G6pdx,19.01935768,18.77934074,19.62651062,20.44748306,19.27673721,19.32018852,19.62950325,19.99479485,19.45697594,19.27975655,19.94563866,19.88573456,18.73466301,19.13966179,19.4884243,20.17279816
Eif2ak2,14.49729061,15.25377369,16.80989456,16.24350929,15.02993393,15.3690176,17.5139904,17.174263,15.04435158,15.62867355,17.12555504,16.08187866,15.09498501,15.12315178,16.05473137,16.24308014
Ckb,17.79721832,18.19436264,19.5260601,18.17621231,17.79392052,17.66546059,19.24787712,18.8262825,19.00308418,17.56502724,19.71291924,17.67424774,18.01557922,17.5695591,19.32976532,17.32632446
Fabp5,21.26950836,21.78831482,22.46141434,20.9207077,21.1437645,20.96508026,23.20681381,21.2418499,21.92571449,20.85201454,21.78520584,20.11629295,21.77124596,21.4895916,22.42090607,21.34959602
Ehd4,17.42193413,17.13450623,17.83355713,16.74635696,17.12857819,16.65438461,17.71169472,17.18427467,17.46395493,17.45851898,18.44499779,16.72454071,16.94535255,17.21769333,17.81515884,15.4724369
Npm3,17.92752266,15.34245682,16.50126266,15.09613895,17.60617447,14.91200066,14.06617546,15.45153332,16.65200424,15.39683914,15.47291279,15.59691811,15.89254284,15.29426193,15.33772659,13.97803974
Cyba,16.47861099,18.67583275,17.22740936,18.72170639,16.83553314,17.99992371,16.82413864,17.84781647,17.19662094,18.67048264,18.95693779,19.11657333,17.53814316,17.07085419,16.47289658,18.8553791
Hk3,19.23584557,17.7621479,20.30284882,19.67086411,19.53672218,18.61862946,20.14170837,19.2250576,19.65426254,18.55678368,20.29154015,18.8548317,18.70627403,18.57655144,19.78433418,19.34592056
Acly,18.30278206,17.81934357,18.52573395,18.62346077,18.27998161,17.3289547,17.82152557,18.37186241,18.51040077,17.93306732,19.53624725,17.98781967,17.84824371,17.3778038,18.50249863,18.13575935
Parp1,17.79892731,16.75355721,17.33821487,17.01585007,17.94128799,17.19700623,17.13651085,16.91613579,18.02209663,17.50672531,19.0263176,17.00831985,18.12252426,17.84958839,17.66233444,16.64004707
Marco,12.09869003,13.00575066,13.35905552,16.08737946,13.67421913,14.28504086,13.14639378,19.14698601,13.43084431,14.18168545,14.88541889,15.36932468,14.29440498,13.44957638,14.32369328,15.90206909
Farsb,18.76519585,18.21404457,19.11008644,18.15704155,19.44186211,17.92625046,20.21014786,18.52033424,18.99650574,17.81033325,19.84816742,17.65102386,18.16604614,18.57640266,18.87600708,16.02464104
Cyb5b,15.29527473,15.20609856,16.19236946,16.26414871,15.7123661,15.02145672,15.50438499,19.3213768,15.78769875,13.38353157,15.95187664,16.28160477,15.85013771,15.68480301,15.83355713,16.38264084
Ndufs1,17.7730751,17.72294044,17.76467705,16.93375969,17.89728928,17.37882042,17.08514023,16.74950218,17.92271233,18.27184677,18.34784698,17.08139992,17.63912964,17.82668495,17.65822601,16.71411133
Pdia6,19.86880684,20.76093102,20.65368462,20.31804848,20.01372528,20.72425652,20.93696785,20.66240501,20.36388588,20.95560455,21.2623558,20.72833252,20.3020668,20.79907036,20.66092491,20.33254433
Snx5,17.97807312,17.32421494,18.89397621,16.60544968,18.73575401,17.34897041,18.80297089,17.07232094,18.31269646,17.57511139,19.71483231,16.20670891,17.36905289,18.1375618,18.41909599,16.60049438
Fam98a,17.06075859,18.19368935,16.19444847,17.70596886,17.45483017,17.73065567,17.03531456,16.96081734,17.71639061,17.50463295,14.95936775,18.11781502,18.27248383,15.22262478,14.23971176,18.11588669
Nampt,19.21204948,20.42644501,20.12968636,19.98704147,19.45235825,19.96098518,19.84369659,19.99534798,19.83174896,19.74389458,20.80837059,19.29122543,18.65249443,20.19748497,20.05218506,20.17316437
Impa1,15.50869274,15.16561317,16.27846718,15.29677296,15.26297569,15.8927803,16.15770149,15.92232895,15.21977329,15.75626945,16.50959015,14.89804363,15.82366562,15.69215202,15.93015957,15.46887875
Maoa,17.06212997,16.37456322,17.15412521,18.23640633,17.16280365,15.94864082,17.82183647,19.20993423,16.40252876,15.19448757,17.65941048,17.00481224,16.44229507,15.85435677,17.28247261,17.8895874
Ap3b1,15.93071461,17.73456383,16.40696907,17.35112953,16.38709259,17.48502731,16.48086929,16.99269485,16.79017067,17.9366951,17.28120613,17.92178345,17.21702957,16.91590309,16.54793358,17.48187828
Ssr1,17.93473816,18.29486275,18.3963623,18.64487648,18.13385391,18.56018448,18.68801117,19.5092411,18.18408203,18.67686653,18.8483963,18.05996704,17.5109024,18.72736931,18.21788216,18.96527672
Dnpep,16.37019348,16.34779358,17.54366684,16.68359756,17.02637291,16.62299538,17.23696709,17.07148361,17.25284958,16.60072517,18.50792694,16.59626198,16.29920769,17.02907181,17.59039688,16.62699318
Cybb,15.66130447,13.96259689,17.1520462,18.38380623,16.16160393,14.79012012,16.1592598,18.82021713,16.25792122,15.27128029,17.69554138,17.10676765,15.73587322,15.21674633,15.83486557,17.95270729
Gga2,14.68123817,15.87469292,15.27783203,17.16044235,15.30067444,16.81127357,15.38059616,15.98071957,16.04014015,17.32913017,13.87831116,16.67645264,16.45286942,16.04403114,15.58072948,16.71826553
Uap1l1,19.41470528,19.18311119,19.78327942,18.66330719,19.33651543,19.4670639,19.99147797,19.12729454,19.64015388,19.24088478,20.05205345,18.7713356,18.68520737,19.70689774,19.63684845,18.9512558
Prkar1a,17.13570976,17.74786568,16.88273811,17.0514431,17.15709114,17.60458183,16.41473389,13.3731575,16.91741943,17.70401192,18.31212044,14.36466122,17.07399559,17.30010223,16.70401192,13.53711987
Snx2,18.23060226,18.26956558,18.97081947,17.66989517,18.36247444,18.65592194,19.89098358,18.38106155,19.12734413,19.00193024,20.23701477,17.72367477,19.18942451,18.33738708,19.30592346,17.4847126
Surf4,14.87156868,15.4081974,17.39112663,19.21121788,16.27667046,18.66278648,17.76039505,17.70765495,15.7923069,16.37948036,17.22213364,17.01323509,16.28419113,15.62319565,16.95390129,17.94283485
Esyt1,17.15373039,16.62656403,18.48061752,18.0564785,17.08679962,17.79537964,18.2280674,18.98312187,17.15353203,17.33821487,18.13229942,17.24032593,16.71612358,17.48620605,17.62106514,17.81089783
Dazap1,17.59645271,16.46104813,15.78391933,15.65007019,17.34004211,15.84541607,16.7600708,16.02195549,16.33917236,15.01419449,17.01519775,16.31960106,16.21118546,14.59070396,17.17786789,16.11418915
Eif3f,17.19758224,15.86870193,17.3014431,16.67424774,18.22321892,13.7310009,17.91631126,17.96899223,17.59827042,15.56534004,18.47151566,16.36770439,15.9285183,16.91309929,17.18301582,16.97253036
Lman1,16.29445839,16.97589302,16.2879467,18.53723335,16.1484375,16.94272041,16.7853241,18.15709114,16.20941544,17.04163742,15.15469933,16.94820786,15.69821644,17.86229897,14.08991528,16.71518517
Pgd,20.86559486,21.44884491,21.55931473,22.44733238,20.6548214,21.70087433,21.9913044,22.32369423,21.96179962,21.80927277,21.96017265,22.45888901,21.75242233,21.58338928,21.5655117,22.19002724
Gdi2,20.88129044,20.67917061,21.1985054,20.70438385,21.17047691,21.38837433,21.53283691,20.64438438,20.79717064,21.09029388,21.63794518,20.09326363,20.95183945,20.96775627,21.02965164,20.58508682
Mcm7,16.33434296,15.12795448,16.70644188,16.29066658,16.93064499,16.2694912,16.72493935,17.28428268,17.01006889,16.27982903,17.72427368,16.40824699,16.4222126,16.03610992,17.03359413,16.51079559
Clint1,17.28165817,16.34972954,16.50049973,16.32240295,17.04430962,16.02464104,14.33294582,16.73793411,16.71906853,17.4137764,14.49064732,16.5805378,16.23225212,16.7643528,16.14923096,16.20258331
Ewsr1,16.41466904,17.54728699,15.82992077,17.05907059,16.00976372,17.22109604,15.22128487,15.68024921,16.15734673,17.40266228,14.15133476,17.35233688,17.99860191,16.71209717,16.57299614,17.05165482
Ddx21,17.68394089,15.86377525,16.30331612,17.55547333,17.80511475,16.23849869,16.91263199,17.99551392,16.95355988,16.40917587,17.84254646,17.29293251,16.8294754,16.04202271,16.27717781,17.82090187
Rnh1,21.14774323,21.2014389,21.79997826,20.86521721,21.06677437,21.25620651,21.67766571,21.17694283,21.47916603,21.18580055,22.58453751,21.41534615,21.88769913,21.3480835,22.03503227,21.16472054
Dr1,16.39879417,15.88123322,15.76014805,15.86052895,16.94569588,16.08653069,17.30010223,16.61898804,16.95934486,15.15748882,17.83565521,15.15845203,16.14090919,15.71486282,16.92242241,15.21837425
Skap2,14.08316517,16.36562157,15.75876999,17.53768921,14.12755585,15.8194561,15.39413452,17.67017174,16.04065323,14.26339912,14.46420383,17.02842331,14.51899624,13.43566704,16.05572701,17.77449036
Scamp3;Tu52,18.49755478,18.4876194,18.07811928,19.56669998,18.65574646,19.17243195,18.26228714,18.72247314,18.39736557,18.82826614,18.56677437,19.12731934,18.85312653,18.55142212,18.57972145,18.83303261
Ndufs8,16.31682968,15.80319786,15.9056921,15.48041153,16.72640419,15.37000656,14.32920647,14.71779919,16.74254608,16.04125214,15.18568802,14.36322594,15.66458607,16.22192764,15.86713409,15.52454185
F13a1,17.04793358,15.65295696,20.39738655,13.66850567,16.70049477,15.63006783,19.21681595,12.38901329,19.22171021,17.30349541,20.92027092,13.72184658,18.79899025,15.5906744,20.02404594,14.74703884
Picalm,17.09238625,16.7969017,17.49973679,16.16896629,17.097332,17.52519989,17.24701881,16.15922165,17.61201859,17.61000061,17.90301132,16.50427628,16.94375038,17.42857361,17.2515564,15.97003841
Prrc2a,15.17000294,15.27284813,13.97265434,15.05375576,15.63557625,15.04046059,13.63837814,14.27370739,15.22294617,15.28008175,14.86619473,15.41342926,15.09482002,15.2553606,14.32901478,14.9538784
Fam20c,13.57479382,12.96771049,14.10048294,16.34275246,13.45354748,16.12434387,13.73194981,17.02149963,14.38923645,16.02686882,14.47531414,16.44882584,14.88412285,15.66996479,13.86608982,16.30047798
Igf2bp2,15.60023212,15.02889919,16.65829468,15.61485386,15.6909256,15.41982841,16.73766899,15.78701019,16.14581299,16.21619606,17.78104019,16.54130936,16.36903572,15.05824566,16.47351456,15.27230167
Mprip,16.11819077,13.49503708,16.67782974,15.24086571,16.40191269,13.98974133,16.13093185,16.13723183,17.7897892,13.42988777,16.81014442,14.59097576,15.44336414,16.19373703,16.53689957,15.65594959
Arcn1,17.47595596,16.59760094,17.20514488,16.26925468,17.41534615,16.77943802,17.19046211,17.11827278,17.20781517,16.20430374,18.05478477,16.85756874,16.45333481,16.55895805,17.16751671,16.02941704
Ogdh,17.78921509,17.14887428,18.19412231,18.00442886,18.30367279,17.37381744,18.23261833,18.39066505,17.74766922,17.43379784,18.7292614,17.55734444,16.94923401,16.44370461,17.67224503,17.7429409
Myl6,19.12449455,19.80226135,19.29701424,19.86084366,19.49101067,19.62919998,18.42824554,19.42199516,19.55140495,19.88583946,19.52596474,18.93517113,19.05149651,19.94163132,18.91108131,19.38761711
Samhd1,17.14051056,16.23429298,18.27025032,17.03746033,17.40166283,15.49313641,18.27211952,18.08446503,17.60812569,15.81643391,18.61593819,16.60712814,16.91846657,16.56948471,17.83947372,16.52790451
Nfkbib,16.42068481,18.44017982,16.08318901,16.81703377,16.52386856,17.99197578,14.30944538,14.70876312,17.34090996,18.54532623,17.05632019,13.70205688,17.98743057,16.49150848,15.92935085,16.56819344
Abcb7,14.5405302,16.99689293,16.79525375,16.68592644,14.30196857,16.73687744,14.94237709,16.71478271,16.53399849,17.04910469,14.12682915,17.15293884,13.6365118,16.08642578,14.07382107,17.03025818
Arg1,22.67656898,19.47899818,20.50997543,18.79731369,22.52422905,20.40405655,21.6671772,18.80671883,21.26499176,21.79197502,22.40665436,19.19618988,20.87552834,21.36959457,21.97473717,19.17421341
Mrps31,13.93873501,15.75248528,16.09180641,14.94945335,12.90326309,16.65074348,15.93414307,15.47610188,16.37605667,16.96747398,17.5112896,14.32211018,13.63637161,16.19600677,16.48568726,15.84416676
Kif5b,16.09164238,15.57542133,16.54159546,15.79730701,15.87478924,16.155056,17.02149963,16.75433922,15.47810555,15.77632999,17.39322281,15.92645836,15.28814507,15.34467697,16.08358383,15.73116016
Mrc1,20.93250656,18.85461807,20.58865929,18.17660141,20.86665154,18.84518433,20.20371056,18.21958542,19.6121273,19.39389229,21.2628727,16.66885757,18.78577232,19.24541855,20.4793148,17.2280674
Ppp1r14b,17.60327911,17.10390282,17.41460228,15.50410557,17.70252419,16.82115173,18.55659676,17.31557465,17.16250992,16.6660862,18.38570213,16.04689026,16.47184944,17.10543823,17.26049614,16.95866585
Trim28,19.8342514,20.38816452,18.63502312,19.1292572,19.51408577,19.98078156,19.49204826,18.9468956,19.6125412,19.68119812,18.0711174,18.34451294,19.70303154,19.92898369,18.97608948,19.03708649
Tfrc,19.89514542,17.27939224,16.22573471,18.75035286,19.81701851,18.16427803,13.34900475,18.97723579,17.60501671,19.0311203,14.855793,17.75401306,16.62841797,17.56301689,14.75546169,18.90530396
Dbnl,17.93035698,17.0745182,18.73297501,17.57990456,17.94340706,18.22896004,17.58541679,17.57444572,18.07801437,18.05122948,18.71310425,17.36213303,17.30848122,17.51198387,18.52753067,17.088974
Sqstm1,18.75922585,16.73078918,17.40066338,19.88741684,18.85850906,18.2639389,17.21901703,19.63974762,18.16108322,17.98481941,19.04505539,20.89984322,18.41604614,17.61690712,17.0481472,20.32707024
Hist2h2aa1;Hist2h2ac,23.25004387,23.71973228,24.042099,23.45349884,23.81685066,24.41776848,25.25645065,23.79916763,24.50802994,24.21793175,25.09768105,23.76222992,24.16675949,24.66622353,24.62544632,23.81743622
Galk2,18.25377274,19.14395142,18.65655136,17.83337212,17.8634491,19.49445343,18.34498978,17.75198936,18.5556221,18.86553383,19.95390129,18.05642509,18.81750298,18.57573891,18.22397423,18.00052834
Nop58,17.98731995,17.78372765,16.81528282,17.06402779,17.86084366,18.13881111,16.938591,17.06455421,17.27275658,17.80731773,17.79753494,17.59251595,17.688797,17.35440445,16.77918053,17.238554
Sri,13.79151917,17.02842331,14.18922138,17.29920769,14.61111832,17.49903679,14.93237972,15.20331573,13.83583164,17.85221291,14.15311432,17.9435215,17.80044556,15.98337173,16.23264503,18.54589272
Fhod1,15.27022266,17.42865372,16.9626255,15.72382069,16.19281387,18.52542877,15.56742096,15.96443081,17.35827255,18.07320976,17.73184967,16.50923347,16.98682022,18.22693825,17.1091156,15.52827072
Oxsr1;mKIAA1101,15.24915028,14.2596693,15.68466663,14.26319599,15.82922745,14.02210808,16.82388878,14.98535252,14.78882027,12.82437992,17.20007515,13.096591,14.606637,14.81758308,14.24332237,14.35300922
Cand1,16.21185112,16.41026878,16.60127831,16.11883926,16.91169548,15.70919132,17.56554794,16.82699585,17.20514488,15.62582302,17.69771385,16.23433113,15.93389797,16.57782745,16.96431923,16.27623367
Ugt1a7c,17.95979881,17.70171165,19.35782242,19.15760803,17.68777275,17.91566849,18.56996727,19.3626461,18.07686806,19.10727882,19.68417931,18.72517395,17.54502487,17.73443222,18.31371498,18.42271423
