Geneid,control Evs_1,control Evs_2,control Evs_3,LPS Evs_1,LPS Evs_2,LPS Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Gclc,1330,220,214,318,106,291,35,0,0,1,73,0
Lrrc1,0,0,0,21,42,5,0,156,0,0,64,50
Tmed3,1806,187,257,210,80,375,204,213,627,133,514,467
Adamts7,0,0,0,67,81,129,0,0,0,0,0,0
Tpm1,2135,157,254,345,253,478,378,156,246,586,490,299
Plscr1,981,0,0,95,129,249,256,108,200,162,315,148
Lactb,443,21,296,64,61,288,76,84,66,0,223,137
Car12,0,0,0,224,114,330,150,0,513,0,505,211
Plod2,625,0,11,1,14,43,38,0,50,1,0,117
Aph1b,5,0,1,0,57,30,38,66,0,0,172,87
Usp3,395,443,65,101,290,384,318,233,89,349,407,278
Dapk2,0,0,10,50,128,83,0,0,0,0,0,0
Ciao2a,3650,1754,1380,1548,595,1550,1824,1090,1419,437,2238,1675
Snx1,4368,752,371,372,239,503,109,220,1400,0,625,48
Ppib,376,90,128,57,73,116,67,28,342,10,213,42
Csnk1g1,4,1,0,30,159,95,96,127,0,0,306,56
Trip4,0,215,27,106,216,170,96,67,0,47,80,183
Rbpms2,501,95,342,194,55,69,73,80,0,0,263,174
Spg21,6431,842,1548,323,377,764,461,1250,1620,677,1519,455
Parp16,234,0,0,113,36,39,2,0,0,0,15,0
Dpp8,43,205,597,228,170,319,169,20,0,779,427,992
Dis3l,458,0,0,182,146,113,174,60,0,0,470,196
Tipin,916,72,568,397,186,399,481,208,396,257,668,479
Snapc5,246,28,136,118,77,151,120,30,88,61,183,94
Rpl4,18843,10218,10443,6200,2671,6726,12797,10825,11879,12304,19682,18532
Zwilch,0,0,0,23,145,70,102,0,0,0,103,0
Lctl,0,0,0,46,137,69,0,0,0,0,0,0
Smad3,0,0,0,80,40,27,0,0,0,0,45,0
2300009A05Rik,48,15,4,22,33,15,27,41,18,0,4,11
Pias1,316,0,45,45,206,320,76,139,1052,13,175,111
U2surp,781,156,736,262,453,362,165,146,935,6,697,177
Atr,17,100,99,299,447,369,173,165,99,76,65,109
Xrn1,447,17,78,76,228,210,73,47,151,45,90,204
Tfdp2,2,202,512,230,327,556,727,812,580,897,1186,812
Atp1b3,5741,2579,3060,1401,822,1736,4491,4066,4273,3648,5414,4434
Rasa2,19,277,65,73,172,299,56,27,561,0,40,31
Ube2cbp,0,0,173,62,87,72,56,0,0,0,4,0
Rwdd2a,197,0,98,1,1,39,23,78,0,0,44,0
Me1,773,70,312,189,164,285,248,283,467,78,532,956
Snx14,1008,242,1,110,162,213,0,0,0,0,222,0
Syncrip,2395,367,308,241,360,605,793,376,1106,791,1065,1036
Zfp949,54,69,0,34,59,52,80,0,0,0,20,103
Crtap,730,161,35,43,119,216,134,125,187,64,609,153
Cmtm6,532,198,632,43,109,48,274,3,433,0,102,279
Dync1li1,3198,1100,1578,489,452,968,1051,1301,931,225,1340,1251
Cmtm7,1223,739,1136,808,441,1059,1240,1310,695,788,1109,981
Stt3b,5060,582,397,91,258,284,371,74,408,450,689,409
Tgfbr2,1289,0,149,20,46,405,0,0,0,0,279,0
Slc25a36,393,814,0,39,199,282,180,331,3,863,340,348
Nmnat3,250,55,26,125,60,314,73,0,400,0,37,0
Copb2,3765,249,930,265,204,297,374,743,474,236,887,188
Mrps22,169,333,468,170,109,227,67,105,212,5,167,34
Pik3cb,1866,272,454,71,240,156,228,9,0,281,296,140
Faim,414,236,7,128,218,210,75,29,0,0,217,74
Armc8,577,166,0,31,140,278,139,164,0,0,41,157
Dbr1,189,0,0,45,68,108,1,0,0,0,56,44
Mras,0,0,2,34,67,52,0,0,0,0,0,0
Nck1,504,101,533,152,242,104,81,0,280,0,0,74
Cdc25a,542,203,0,337,124,175,130,40,0,133,374,211
Nme6,536,130,81,493,156,386,210,195,73,366,308,197
Map4,944,328,35,133,255,197,47,30,1663,304,185,66
Dhx30,1053,204,650,351,265,350,121,122,544,15,550,202
Smarcc1,1830,322,0,120,298,304,54,163,345,22,253,109
Ngp,0,0,0,5,45,17,0,0,0,0,0,0
Scap,566,74,0,27,135,175,117,85,119,181,0,38
Ptgs2,331,0,0,24,17,138,0,0,0,0,178,0
Kif9,0,191,0,57,112,149,0,2,0,0,0,0
Pth1r,0,0,0,7,68,84,0,0,0,0,0,0
Lrrfip2,989,87,25,520,270,662,402,448,145,248,605,69
Mlh1,394,0,0,121,106,56,98,225,15,0,252,280
Trib1,0,0,0,49,36,19,0,59,62,0,60,135
Arpp21,0,0,15,95,171,125,0,0,0,0,0,1
Pdcd6ip,4566,432,947,126,163,827,370,416,1283,401,1755,741
Fbxl2,346,1,0,0,14,32,8,0,0,0,92,0
Myd88,1736,213,390,718,242,459,634,305,550,589,533,355
Wdr48,2058,268,145,164,176,241,51,162,380,0,163,219
Gorasp1,492,4,0,262,121,177,90,152,0,0,226,157
Ttc21a,0,0,0,3,23,34,7,0,0,0,0,0
Csrnp1,762,58,0,1,48,70,131,89,0,0,62,0
Rpsa,11209,8604,9044,8429,3805,10119,11551,8567,10669,7768,11748,11698
Slc25a38,456,271,113,236,91,63,122,56,501,0,142,123
Nktr,574,525,366,369,251,318,561,310,470,143,462,779
Ss18l2,198,61,149,150,58,236,118,66,302,0,113,54
Pccb,0,2,0,21,55,56,66,0,1,89,49,36
Vipr1,0,26,0,11,41,38,0,0,3,16,111,29
Lyzl4,0,0,0,14,1,16,17,0,0,0,40,18
Amotl2,0,0,0,51,46,91,0,0,0,0,0,0
Cep63,441,90,0,43,78,184,40,112,0,26,173,173
Trak1,398,368,387,136,145,287,590,681,454,491,1215,991
Abhd5,752,113,73,198,161,303,124,0,277,228,349,350
Ryk,621,798,760,286,170,503,1851,1170,612,674,1136,2080
Rab6b,0,6,0,4,8,11,4,0,0,0,5,21
1110059G10Rik,150,51,0,61,111,52,0,8,0,136,5,0
Srprb,786,60,204,99,71,299,123,18,878,8,240,190
Trf,217,200,211,39,38,106,171,138,229,122,308,283
Topbp1,579,77,33,207,321,357,293,196,406,7,170,506
Uba5,990,332,361,83,166,379,319,336,1107,7,300,182
Nphp3,0,0,4,21,51,71,0,0,0,0,64,0
Dnajc13,4371,28,0,564,273,377,36,242,0,0,361,134
Acpp,0,0,0,0,24,12,0,0,0,0,0,0
Gnai2,10913,1083,2587,756,619,1755,606,990,3091,446,1502,766
Mrpl3,920,47,0,204,116,165,40,44,205,0,131,0
Nudt16,0,78,0,69,64,87,0,113,0,124,43,29
Aste1,0,123,0,26,67,61,52,0,233,0,205,9
Atp2c1,1199,692,1032,53,210,316,364,43,302,37,586,303
Pik3r4,546,285,0,70,160,120,1,49,59,0,182,0
Manf,599,338,424,269,252,406,428,313,211,245,404,232
Mapkapk3,2400,485,543,437,182,339,400,250,400,0,652,74
Cish,0,11,0,14,23,1,0,4,127,0,0,0
Hemk1,0,0,0,56,31,13,18,0,214,0,82,37
Rbm5,835,2,70,290,408,467,4,47,304,386,489,229
Rbm6,1510,251,381,239,259,188,168,30,0,0,490,129
Mon1a,423,271,0,69,31,82,0,0,0,0,0,53
Mst1r,688,0,0,13,32,50,0,0,0,0,0,0
Traip,306,0,276,191,110,203,65,61,293,0,119,285
Bsn,458,6,93,26,66,52,143,0,0,0,0,49
Apeh,1506,550,781,160,126,329,141,23,3,78,449,418
Mst1,0,0,0,5,4,4,0,0,0,0,0,0
Ip6k1,367,1849,598,401,311,360,2397,2331,546,1525,4059,4154
Uba7,900,113,307,44,179,72,0,31,525,0,136,19
Nckipsd,406,0,0,56,95,174,17,134,168,33,76,83
Ip6k2,2,0,89,37,1,61,0,8,0,18,14,0
Prkar2a,1485,3168,3172,931,572,1484,5041,3043,2591,2138,4237,5412
Slc25a20,402,68,0,111,107,197,44,0,513,135,164,78
Qars,1480,275,343,753,306,721,752,572,992,293,1546,909
Nicn1,368,1,78,8,70,189,208,0,11,282,90,162
Usp4,2436,228,24,253,485,704,135,242,1050,91,984,369
Nt5m,234,128,180,42,47,17,27,18,0,0,0,0
Srek1,1414,418,554,357,376,524,137,222,660,205,483,214
Oas1d,0,0,0,5,19,0,0,0,0,0,0,0
Eml4,817,309,819,328,262,327,100,459,16,116,441,174
Flcn,4790,919,332,359,216,353,426,1404,943,330,1128,601
Atxn2l,660,238,426,151,81,135,100,18,333,15,479,115
Chsy1,0,103,0,1,39,81,16,49,0,161,200,108
Gpr19,0,0,0,0,44,46,0,119,0,0,0,0
Fhl3,0,2,7,15,12,6,0,1,0,7,9,4
Crebl2,222,276,338,34,138,145,921,475,38,431,925,1656
Oas3,2334,24,158,150,212,258,6,14,0,138,195,0
1700025G04Rik,1217,176,509,161,265,259,576,157,176,367,579,767
Pon2,1277,283,168,126,180,371,212,329,695,0,579,95
Prorsd1,265,73,76,77,31,17,27,8,354,7,53,0
Malt1,621,70,30,352,222,197,128,6,0,0,104,55
Oas2,749,209,0,50,68,28,53,75,587,0,20,0
Nlrp3,0,20,0,30,64,84,1,39,39,0,53,1
Lmo2,6836,3757,7642,1734,694,1846,7291,4899,4444,2744,7943,7142
Exd2,0,0,0,72,172,56,0,0,1,0,129,75
Resf1,1748,64,292,45,139,86,241,115,61,27,395,62
Trib3,2518,213,0,96,90,79,64,0,507,0,176,61
Abtb2,0,277,0,65,38,46,4,0,0,0,111,0
Mier3,0,16,17,9,148,64,0,0,0,0,0,0
Snx33,533,0,0,25,157,85,216,0,0,0,0,138
Inppl1,4,214,475,139,49,156,73,26,893,368,218,330
Ccdc88a,1261,143,261,351,222,265,161,66,138,20,553,36
Tpcn1,11,37,28,42,83,236,23,33,481,29,42,91
D430042O09Rik,0,22,43,50,267,155,0,0,0,0,24,13
Gpbp1,2196,173,434,96,168,336,237,223,235,266,559,271
Gab3,0,122,470,0,63,27,0,0,0,18,4,13
Slc8b1,214,1,0,86,82,113,132,0,356,0,105,245
Bet1,875,170,266,308,182,372,134,30,463,0,272,41
Ilvbl,32,0,461,26,201,305,475,157,625,1204,255,961
Gtf3c1,2574,88,0,19,137,102,0,0,0,0,440,44
Cntrob,110,46,0,58,77,122,13,508,162,0,10,0
Troap,339,156,0,126,77,97,69,0,354,0,12,16
Alas1,2598,978,852,912,599,1417,121,264,1412,0,491,62
Pdxk,4073,2065,2701,790,418,793,2149,1069,2369,2340,4936,4274
Lama1,0,0,0,40,132,120,0,0,0,0,0,0
Srxn1,9075,2335,1411,3186,1248,2704,802,491,1331,447,2422,800
Cdv3,884,6690,5950,1583,662,2045,9578,6404,4065,4758,8941,10160
Slc10a3,267,0,0,0,4,35,38,0,0,0,31,56
Arap1,3273,634,51,445,251,305,125,43,1016,635,895,1004
Fanca,0,18,0,82,160,212,74,90,274,0,276,239
Ank2,0,16,0,160,597,355,47,0,68,1,0,4
Ppp1r9a,4,0,0,85,262,218,0,0,0,1,0,0
Pwp2,968,0,472,272,112,528,97,20,0,112,199,41
2410131K14Rik,800,206,121,339,208,215,210,312,241,0,367,89
Prr5l,0,208,144,239,122,346,36,288,0,0,285,2
Abcc10,0,8,0,10,75,112,0,0,1,0,0,0
Zswim6,0,0,0,0,79,21,6,0,0,0,0,0
Abcc4,16,339,1,153,89,203,39,0,213,0,0,236
Rnft2,0,0,0,29,6,18,0,0,0,0,0,0
Pkd1,1540,38,0,24,192,104,7,89,414,0,144,35
P2ry2,878,0,50,149,94,222,33,0,319,0,684,231
Fbxw8,406,440,1004,61,106,133,607,586,587,347,1188,602
Psmf1,2077,305,1,201,160,412,51,107,439,0,286,92
Smap2,549,179,191,34,20,1,124,116,168,173,199,133
Cyb5r4,2465,2495,2280,1164,572,1090,4537,2714,843,2035,5816,5442
Arhgef17,0,0,0,26,82,104,0,0,0,0,0,0
Acsl3,1377,268,190,100,47,75,52,0,88,7,307,175
Nfyc,1,143,189,9,73,216,247,0,0,0,201,43
Fbxo21,1962,190,1329,398,152,598,285,102,644,154,654,469
Slc16a1,4044,815,634,597,286,755,284,15,735,78,1010,257
Atg12,2724,456,324,720,500,890,529,547,1066,68,793,795
Sgpp2,0,16,0,0,25,18,0,0,8,0,0,0
Cspg4,0,0,0,40,105,119,0,0,0,0,99,0
Lrig2,434,26,93,90,270,157,3,0,0,0,8,21
Hspa13,46,0,26,252,59,104,0,0,0,0,0,70
Nup93,2348,398,872,114,176,327,130,21,1029,0,751,224
Rasgrp2,38,131,171,31,116,180,29,26,387,0,107,0
Ap4b1,24,14,0,11,11,9,2,12,15,0,15,3
Pebp1,5591,4615,4000,2169,756,2173,4553,3058,4232,3565,6530,5970
Ift57,207,1,128,6,44,86,18,0,0,0,188,44
Fkbp1a,11543,2133,2475,1516,1036,2197,1572,1514,4430,588,3133,1353
Fam207a,551,156,151,152,102,255,153,0,43,145,291,33
Guca2b,0,38,28,9,12,31,10,0,0,44,16,15
Chpf,425,66,122,0,58,241,105,144,693,0,209,35
Foxj3,342,479,420,13,108,193,684,300,1130,0,314,567
Mycbp2,864,261,813,255,492,522,168,62,311,1095,404,124
Ogfod1,420,42,0,10,122,71,22,33,223,0,131,35
Trim33,186,255,168,195,291,276,184,671,672,405,90,319
Nfatc1,0,209,0,17,116,432,144,90,519,0,219,25
Polr2f,1648,373,511,651,315,790,276,197,633,87,486,138
Gmppa,3656,109,217,86,121,357,179,228,1593,86,607,49
Cip2a,0,0,275,4,34,65,101,225,0,0,111,80
Afap1l1,1,0,0,3,19,12,0,0,0,183,0,94
Calhm2,439,100,228,9,40,117,0,71,381,0,236,30
Micall1,46,711,421,133,109,105,650,349,789,196,1469,1364
Eif3l,4577,417,1476,541,301,838,559,446,1801,777,1544,695
Npat,288,7,0,66,97,51,11,310,419,0,132,108
Ankrd54,276,0,172,13,39,245,269,0,279,0,3,82
Pygb,1220,551,389,356,110,211,132,150,1096,286,616,169
Lmo7,0,0,0,70,266,125,0,0,0,0,0,0
Pfkm,758,161,1,154,120,101,150,0,0,0,149,105
Gas7,430,44,275,123,103,124,133,60,153,0,39,1
Entpd6,348,122,590,15,142,296,81,0,12,0,0,88
Senp1,143,160,229,406,266,278,949,368,395,63,784,898
Tbc1d4,344,0,0,8,56,43,80,7,0,0,158,0
Triobp,1169,0,0,24,180,195,111,93,0,0,29,162
Apmap,316,462,0,71,39,162,256,202,178,0,448,344
Nol12,155,0,133,224,164,352,66,19,86,85,162,40
Cdc14b,0,130,2,28,151,204,138,169,278,0,221,54
Lss,823,540,2,653,409,1017,286,535,424,0,420,587
Slc7a6os,660,0,33,101,277,206,99,0,4,172,28,35
3830406C13Rik,508,90,56,159,128,104,39,67,0,0,172,38
Slc35d2,582,8,127,110,33,47,54,123,5,5,45,147
Hsd17b3,0,0,42,19,155,51,0,0,0,0,1,0
Atg9a,786,129,0,206,210,290,0,0,0,0,97,111
Ybey,0,1,0,37,40,114,24,14,222,17,29,10
Gga1,1984,142,313,113,136,202,123,219,784,406,234,35
Slc22a15,98,0,3,130,402,362,0,0,0,0,0,0
Podxl2,2,0,0,13,53,32,0,0,0,0,0,26
Abhd10,24,8,115,2,33,79,19,0,0,0,68,18
Cnppd1,1321,316,400,231,340,330,170,101,944,344,489,130
Atp1a1,6970,12071,10025,1506,646,1360,12852,7718,9596,7830,22447,16204
Dis3,0,187,67,116,159,120,253,253,553,0,407,21
Mgll,0,0,0,18,31,52,0,0,0,0,16,0
Tmed7,372,23,80,61,112,240,28,16,7,0,89,18
Mzt1,503,406,331,12,27,90,320,143,223,8,276,310
Lpcat2,810,500,0,60,126,255,121,0,272,0,174,107
Mamdc2,0,0,0,23,75,36,0,0,0,0,114,0
Ttc28,0,0,0,32,100,83,0,0,0,0,50,0
AA467197,0,0,0,29,37,34,0,0,0,0,28,0
Eefsec,321,103,213,117,82,193,40,0,571,0,0,0
Rac2,8651,1708,2822,1144,860,1920,802,336,4474,739,2631,686
Ttf2,2049,66,707,207,497,356,94,70,100,495,424,170
Wnt6,92,0,0,45,4,0,0,0,0,138,23,13
Scaf11,1309,775,979,308,519,808,770,731,1190,1006,1800,1323
Trim45,1,21,0,87,111,84,0,0,0,0,59,68
Arid2,0,13,608,109,266,264,371,105,355,367,414,221
Hsf4,44,0,20,23,1,18,1,0,83,0,8,0
Szt2,0,0,7,24,211,142,0,0,0,0,2,0
Shf,0,0,0,28,43,63,10,0,0,0,1,22
Ttll4,1096,65,172,70,229,522,442,252,47,118,370,756
Slc35a4,4197,901,289,1100,396,1101,1583,665,665,953,1446,1479
Stk36,693,0,5,64,115,142,0,0,6,0,4,0
Ptprm,0,0,0,34,67,150,0,0,0,0,0,0
Rpgrip1l,712,11,14,21,71,114,24,0,0,0,0,0
Wdr3,1483,193,1152,299,343,820,504,964,515,305,1326,690
Kctd17,14,0,63,21,6,13,10,45,0,0,91,0
Noc4l,1695,0,0,90,87,371,74,0,625,207,284,18
Lpp,336,14,3,126,358,285,71,221,7,0,106,190
Mif,12626,3354,4358,3556,1744,4947,2261,2200,5349,1846,4135,2166
Fbxl8,0,0,0,0,3,1,74,0,0,182,0,52
Gstt2,359,0,33,69,11,46,5,0,1,0,20,0
Fem1c,766,0,216,7,18,157,65,288,1,6,212,205
Ctdp1,146,44,0,87,99,32,45,0,79,0,65,106
Kdm4a,0,303,65,101,103,110,118,1,0,1,21,43
Tnxb,1024,67,126,50,109,137,44,1,384,50,20,0
Dnm2,6775,374,0,228,316,666,154,0,1047,0,374,141
Chst2,0,0,0,17,149,100,0,0,0,0,0,0
Map2k4,2337,31,145,560,170,488,692,328,1,813,1433,496
Rtp4,0,0,0,357,126,443,42,0,138,0,120,0
Pus7l,0,17,152,13,27,23,38,0,0,57,119,4
Usp37,82,873,732,611,462,624,892,631,837,380,576,526
Ipo13,3543,495,858,188,142,185,14,12,451,12,38,348
Fntb,0,86,136,51,67,73,0,19,0,0,65,7
Atp6v0b,10313,6936,6212,4150,1424,3565,9179,6735,9507,6121,10542,8922
Trappc8,370,0,0,113,249,197,29,289,19,0,112,0
Frrs1,3254,1707,169,444,408,523,758,736,1990,845,1940,1698
Arhgap44,955,164,35,45,221,147,227,20,1,0,166,115
Clasp2,1715,0,731,46,149,151,0,84,3,0,14,70
Spg11,947,82,530,47,411,292,5,116,805,0,186,215
Agl,85,540,507,473,500,584,775,793,643,479,350,665
Nudt15,0,0,0,84,14,25,66,0,0,0,0,0
Ctdspl2,715,187,60,219,191,224,27,35,169,14,210,22
Gucd1,0,0,235,39,85,49,141,138,361,280,316,420
Cacul1,2122,1024,509,476,374,1050,1426,1436,16,727,1224,1235
Antxr1,45,57,1,186,170,172,98,308,32,45,110,22
Eri3,1100,348,178,429,161,393,43,280,810,390,344,121
Mcee,765,79,227,201,46,218,173,12,162,32,179,68
Terf2ip,279,547,259,392,124,364,508,312,646,146,156,287
Gtpbp6,47,20,36,28,3,34,11,30,0,0,27,55
Trmt13,0,0,74,47,182,158,0,0,148,0,44,0
Specc1l,328,189,39,139,252,579,75,0,0,453,1043,632
Lpar6,581,0,209,40,48,13,64,0,154,0,0,22
Tagap,450,0,0,4,21,187,74,38,335,0,37,21
Adamts15,0,0,0,45,149,144,0,0,0,0,0,0
Zbtb1,0,0,0,160,109,68,50,1,384,0,182,16
Fan1,0,0,0,92,133,84,41,0,1,6,0,0
Crlf2,238,55,66,41,18,46,0,32,138,0,40,25
Fam160b1,335,8,45,19,79,136,51,6,0,0,117,180
Catsper2,161,1,0,96,146,149,0,0,1,1,0,0
Fndc3a,1571,578,0,87,343,453,224,451,850,6,813,240
Larp4b,624,1727,1628,449,287,535,2406,1266,1869,2650,4124,3527
Cdc14a,411,0,0,29,114,91,10,0,0,0,95,123
Ppip5k1,0,95,170,148,441,788,91,8,16,1004,94,94
Ttc7b,55,646,745,246,161,636,1846,1734,664,472,1036,2243
Casp4,271,0,266,119,146,138,26,0,228,0,85,0
Idua,802,0,356,0,82,159,0,128,0,0,112,49
Gtf2a2,772,204,657,283,172,235,598,353,396,0,594,326
Znrf1,1392,21,354,216,230,256,150,0,361,100,259,186
Dph5,203,343,97,344,287,380,83,168,243,24,346,98
Fam20b,565,773,1682,172,197,515,595,433,4,434,1366,2283
Rbfox2,191,325,268,383,69,290,340,34,350,232,492,292
Adgrb3,0,0,0,72,219,97,0,0,0,6,0,0
Apol6,0,0,11,35,109,101,0,0,0,0,0,0
Myo6,0,8,0,30,194,245,0,0,0,0,0,0
Igf2bp2,1074,143,495,642,313,541,189,327,1131,0,519,161
Reep4,927,157,309,53,46,91,81,183,775,146,124,135
Myo5c,0,0,26,3,195,76,0,0,0,0,0,0
Spata2l,601,0,252,11,30,3,0,0,0,0,0,65
Rfwd3,1214,78,0,336,277,526,622,206,180,604,279,444
Caskin1,0,0,0,36,99,90,1,0,0,0,0,25
Pank1,121,0,135,37,112,109,25,90,41,68,57,113
Map3k13,0,0,0,40,94,41,48,394,135,12,83,107
Pcgf3,48,106,86,134,93,138,141,30,210,0,408,223
Pdpr,28,1,0,38,160,129,0,0,0,0,314,150
Pik3c3,60,0,82,179,66,330,65,0,471,0,16,0
Hacd3,1790,263,949,325,139,342,457,460,1095,69,906,429
AW554918,0,0,0,31,16,94,0,0,0,0,0,1
Piwil2,0,0,51,26,192,169,182,215,0,16,0,241
Vps8,1487,221,4,184,354,561,29,0,744,46,0,163
Ddx19b,1149,635,1335,76,133,97,289,389,0,902,181,1363
Zfp7,0,2,31,90,146,130,157,7,1,1,94,41
Cep350,499,494,107,16,212,232,284,49,67,0,166,752
Qsox1,4,1,6,78,145,364,12,19,4,1,0,0
Ucp2,6488,1838,2478,1302,564,2993,544,795,2006,553,1909,1182
Arhgap39,89,53,40,177,174,218,214,92,234,5,242,231
Acbd6,416,241,220,167,163,148,136,37,594,53,123,135
Fuk,194,157,41,35,160,288,544,114,435,24,1275,860
Stard9,671,469,35,93,354,312,187,25,621,23,386,941
Smyd5,814,28,0,195,106,455,154,0,369,321,261,299
Ccar2,2,180,0,0,78,112,106,214,0,0,144,44
Foxn3,617,1843,1170,569,650,935,2752,2401,1188,2301,3759,4601
Sfxn5,4,0,0,82,120,171,10,0,1,0,2,14
Vav3,370,23,0,31,266,439,0,42,185,0,145,345
Lrrc14,530,7,707,320,115,261,313,304,58,66,476,222
Egr3,0,0,0,0,0,0,0,0,0,0,22,0
Sf3b3,4758,1163,0,468,511,733,474,87,1037,255,852,143
Spr,133,187,260,253,118,197,142,230,446,122,205,93
Fkbpl,221,0,149,73,31,73,60,65,0,0,92,88
St18,0,2,185,89,197,45,0,0,6,0,92,0
Gadd45gip1,274,73,53,76,38,61,27,24,113,14,99,38
Mnd1,0,0,0,3,14,36,0,44,0,36,100,1
Rbm4b,9,47,102,133,259,289,74,66,282,24,163,50
Recql4,1056,0,0,11,37,33,20,202,0,0,0,77
Tmem131l,966,60,10,7,179,211,123,251,0,0,25,1
Exoc6b,1291,584,1,65,196,120,69,0,763,0,494,0
Rpap2,171,168,0,59,46,180,65,0,0,0,311,209
Tlr13,3975,548,879,331,241,158,161,87,1138,0,618,119
Asb13,0,0,0,23,39,13,0,0,0,0,175,0
Dysf,0,1,0,13,74,104,0,0,0,0,0,0
Tubgcp5,0,0,0,220,228,186,127,0,0,0,0,0
Atp7a,2942,8,512,57,215,546,478,4,50,258,443,323
Atp6v1h,9919,1388,2539,966,596,944,300,532,2131,435,2020,113
Fam208b,0,0,0,0,122,34,17,0,67,0,50,0
Tmem87a,2,1,0,68,163,175,2,15,0,0,92,2
Alg3,908,1,308,22,50,171,0,0,237,0,641,0
Tcea1,605,176,41,199,73,184,47,39,74,0,377,115
Ppp1r16a,291,857,0,299,124,315,686,416,0,565,1867,1548
Dnah8,0,0,0,129,449,312,18,0,0,0,4,1
Foxh1,0,0,0,1,13,1,0,0,0,0,0,0
Mrpl15,2260,154,356,388,353,602,325,189,861,113,1011,262
Kcnk10,0,0,0,22,157,96,0,0,0,4,0,0
Engase,0,44,6,15,79,11,9,0,313,0,77,201
Cdk10,0,0,95,73,27,131,1,0,0,0,179,33
Klf9,253,188,22,26,73,131,195,115,42,40,118,412
Ppargc1b,795,9,165,46,128,122,30,64,391,165,368,155
Lgals3bp,676,3,227,1,65,134,10,0,238,0,221,83
D3Ertd254e,0,23,1,1,54,58,34,163,0,0,68,40
Pxk,32,41,207,54,138,40,41,1,0,87,25,48
Mapkbp1,910,0,54,246,78,156,1,0,0,0,173,1
Ccp110,174,0,0,41,133,156,0,22,0,0,0,22
Usp36,372,391,1252,426,280,780,1466,689,984,223,664,599
Chmp2a,2734,472,254,390,200,459,114,261,841,44,711,69
Gde1,2787,975,734,413,174,501,224,715,450,546,1235,427
Parl,631,147,553,571,262,607,156,0,477,359,558,435
Rbm34,673,134,67,443,191,373,180,109,193,0,307,213
Vhl,1,356,559,490,94,342,506,272,361,1190,1107,767
Ndufb7,2197,927,983,977,515,1219,589,382,1101,413,652,402
Brk1,1667,625,396,422,236,645,566,255,1962,282,1026,620
Mga,0,1,0,280,765,592,3,0,0,0,8,0
Trim36,518,0,0,177,89,73,28,0,0,0,0,9
Aspm,0,125,36,107,212,204,105,118,0,200,71,31
Ppp3r1,1911,332,215,204,78,311,302,101,155,34,231,329
Tnks1bp1,414,0,440,14,40,88,0,0,0,0,0,0
Jcad,0,0,1,39,86,44,31,2,0,0,157,97
Zfp446,0,0,0,47,146,92,0,26,0,0,23,7
Zbtb41,1,0,0,58,70,27,61,94,4,0,146,114
Cdkl4,0,0,0,11,49,25,0,0,346,0,0,0
Rfc3,573,15,318,73,95,155,47,0,537,0,258,0
Zfp944,0,47,0,47,21,67,12,191,36,0,8,0
Coil,6,0,0,94,93,68,89,0,14,5,36,19
Tesk2,0,0,0,16,54,194,5,0,322,0,13,85
Dnah17,0,57,0,100,73,185,11,0,48,0,18,24
Ttc37,2197,0,0,98,404,317,119,0,545,361,514,255
Pqlc1,0,395,257,358,81,278,220,100,90,615,523,702
Scaper,644,0,0,192,72,56,6,46,0,0,14,81
Pds5b,97,146,510,85,137,168,87,98,36,41,69,87
Cpsf1,3646,0,252,243,185,530,152,0,0,540,243,198
Fancd2,0,0,85,111,223,223,26,16,0,0,5,68
Cct2,2900,1166,662,901,386,748,1436,686,838,411,1913,1186
Rpap1,0,0,0,357,293,403,257,81,668,1,288,122
Ccdc17,0,0,0,1,8,1,0,0,0,0,0,0
Lyl1,102,0,77,43,27,56,17,5,22,26,6,17
Gpbp1l1,328,109,75,14,49,82,93,8,41,202,64,110
Phka1,475,0,90,25,83,238,6,0,1,0,0,8
Ypel4,0,0,0,17,46,36,0,0,0,0,29,5
Poglut1,545,2140,1998,668,240,465,2387,1374,984,1468,2598,2934
Farp2,0,0,0,4,41,52,59,0,410,0,0,6
Zfp551,75,0,0,0,14,6,0,0,0,0,0,0
Zdhhc5,1540,1,415,11,126,198,320,43,76,120,213,65
Ccdc174,0,76,0,57,89,150,113,12,0,0,34,0
Hdlbp,3581,1261,1344,426,394,1526,284,340,1078,40,1336,189
Ctnnd1,0,27,0,0,19,42,18,0,0,0,21,12
Tldc1,1297,0,185,26,66,144,33,0,0,391,196,137
Ccs,1021,280,373,159,196,468,114,0,924,0,344,180
Golim4,924,8,3,50,281,223,1,251,0,0,144,107
Kctd7,0,0,0,25,62,60,0,0,0,0,101,12
Tmed8,0,1090,563,424,88,214,1577,1032,504,699,2228,3014
Atp2c2,0,0,29,11,24,35,15,0,0,45,0,0
Vav1,4581,1538,2118,389,460,769,848,293,1226,299,2478,516
Tpst1,202,375,21,159,115,431,455,314,42,67,522,457
Srsf2,239,21,188,93,76,197,18,95,107,0,73,117
Mks1,0,0,517,4,4,29,0,0,429,0,0,16
Pomt2,1104,0,11,10,57,108,0,0,1,0,0,0
Tspan8,0,101,196,38,92,68,10,0,156,0,52,0
Sik3,155,457,310,93,146,64,173,75,0,1,208,784
