"","control_cells_1","control_cells_2","control_cells_3","LPS_cells_1","LPS_cells_2","LPS_cells_3"
"mmu-mir-328",1048.56597960468,1100.71349265958,1098.66091846889,518.249420628331,608.257917169006,576.857861878622
"mmu-mir-7075",5.8743192134716,6.58751274170587,7.33527319452525,7.47475125906246,6.43659171607413,8.12475861800876
"mmu-mir-140",110.143485252593,104.801339072593,112.47418898272,75.993304467135,88.5031360960193,83.9558390527571
"mmu-mir-3473d",7.3428990168395,5.3897831523048,4.8901821296835,7.47475125906246,4.8274437870556,5.41650574533917
"mmu-mir-1903",25.7001465589383,18.5648086357166,18.7456981637867,32.3905887892707,14.4823313611668,10.8330114906783
"mmu-mir-7650",8.07718891852345,18.5648086357166,11.4104249692615,11.2121268885937,28.9646627223336,39.269666653709
"mmu-mir-199a-1",36.7144950841975,57.4910202912513,48.0867909418877,46.0942994308852,37.0104023674263,25.7284022903611
"mmu-let-7a-2",24139.0462279582,27229.1844854439,27581.4422417699,26910.3503245014,26248.4210181503,26024.9559799184
"mmu-mir-125b-1",10.2800586235753,13.1750254834117,13.8555160341032,4.98316750604164,8.04573964509267,4.06237930900438
"mmu-let-7g",1246.08996315766,1285.16384942735,1461.34942642042,1790.20292654546,1572.13752665111,1657.45075807379
"mmu-mir-191",2102.27198852115,1919.36166701521,2060.39673730665,2139.02465196837,2589.11901779082,2023.06489588418
"mmu-mir-425",45.5259739044049,47.9091835760427,62.7573373309382,48.585883183906,62.7567692317228,48.7485517080525
"mmu-mir-6236",1649.21511918215,1980.44587607467,1900.65078773699,3640.20386316342,4856.40844977793,4186.95894114718
"mmu-mir-128-2",22.0286970505185,20.9602678145187,31.7861838429427,31.1447969127602,30.5738106513521,24.3742758540263
"mmu-mir-467h",13.2172182303111,20.3614030198182,17.1156374538922,19.9326700241666,12.8731834321483,23.0201494176915
"mmu-mir-26a-1",27.9030162639901,28.1466453509251,21.1907892286285,11.2121268885937,30.5738106513521,29.7907815993654
"mmu-mir-500",31.5744657724099,23.9545917880214,19.560728518734,18.6868781476561,17.7006272192039,23.0201494176915
"mmu-mir-501",37.4487849858815,35.931887682032,35.0463052627317,24.9158375302082,24.137218935278,31.1449080357002
"mmu-mir-362",3.67144950841975,3.5931887682032,6.520242839578,3.73737562953123,9.6548875741112,5.41650574533917
